hubspot_id,election_date,state,office_level,office_type,n_outreach_rows,viability_score_mean,viability_score_max,latest_outreach,Win,most_common_outreach_type
38117131526,2025-11-04,Montana,CITY,Town Council,1,2.31000000000000,2.3100000000,null,0,null
38149273399,2025-11-04,North Carolina,CITY,Mayor,1,2.94000000000000,2.9400000000,null,0,null
35255742320,2025-11-04,Washington,LOCAL,School Board,1,1.17000000000000,1.1700000000,null,1,null
22753223289,2024-11-05,District Of Columbia,LOCAL,Town Council,1,null,null,null,0,null
36791543924,2025-11-04,Utah,CITY,Town Council,1,1.71000000000000,1.7100000000,null,1,null
31427926964,2025-04-29,Delaware,CITY,null,1,0.66000000000000,0.6600000000,null,0,null
31718874383,2025-11-04,Michigan,CITY,City Council,1,2.68000000000000,2.6800000000,null,1,null
23324731219,2024-11-05,Michigan,LOCAL,School Board,1,2.69000000000000,2.6900000000,null,0,null
22987570525,2024-11-05,Minnesota,CITY,Mayor,1,1.45000000000000,1.4500000000,null,1,null
20571384091,2024-11-05,Washington,FEDERAL,Congressional,1,0.20000000000000,0.2000000000,null,0,null
31722052438,2025-11-04,Virginia,STATE,null,1,0.30000000000000,0.3000000000,null,0,null
21660358797,2024-07-30,South Carolina,Local,City Council,1,null,null,null,1,null
31347401600,2025-11-04,Georgia,CITY,null,1,1.87000000000000,1.8700000000,null,0,null
20520841775,2024-05-14,West Virginia,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,1,null
32694873521,2025-05-20,Oregon,LOCAL,Other,1,5.00000000000000,5.0000000000,null,1,null
35975233580,2025-11-04,Virginia,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,1,null
38882858571,2025-11-04,Ohio,CITY,City Council,1,0.82000000000000,0.8200000000,null,1,null
22750129799,2024-11-05,Minnesota,CITY,Mayor,1,2.72000000000000,2.7200000000,null,1,null
32511760790,2025-05-03,Texas,LOCAL,School Board,1,1.59000000000000,1.5900000000,null,0,null
31726215979,2025-05-03,Texas,LOCAL,School Board,1,3.60000000000000,3.6000000000,null,0,null
22074031757,2025-04-01,Illinois,CITY,Mayor,1,1.61000000000000,1.6100000000,null,0,null
35592057701,2025-11-04,Ohio,TOWNSHIP,Town Council,1,3.07000000000000,3.0700000000,null,1,null
23763739489,2024-11-05,Florida,CITY,Town Council,1,2.48000000000000,2.4800000000,null,0,null
31719629105,2025-06-10,West Virginia,CITY,Town Council,1,0.77000000000000,0.7700000000,null,0,null
28670470476,2025-04-01,Illinois,LOCAL,Utilities Commissioner,1,5.00000000000000,5.0000000000,null,1,null
35252716877,2025-11-04,Utah,CITY,City Council,1,1.44000000000000,1.4400000000,null,0,null
37674971945,2025-11-04,Kansas,LOCAL,School Board,1,3.11000000000000,3.1100000000,null,1,null
40702160262,2025-11-03,Idaho,Local,Other,1,null,null,null,1,null
29704649789,2025-04-01,Illinois,CITY,Town Council,1,1.64000000000000,1.6400000000,null,0,null
38755060833,2025-11-04,Ohio,LOCAL,School Board,1,1.41000000000000,1.4100000000,null,0,null
34167856499,2026-11-03,Maine,CITY,Town Council,1,1.96000000000000,1.9600000000,null,0,null
25077669541,2024-11-05,Florida,LOCAL,Other,1,3.39000000000000,3.3900000000,null,0,null
31251063114,2025-05-03,Texas,CITY,Mayor,1,2.26000000000000,2.2600000000,null,0,null
31297218173,2025-04-01,Wisconsin,LOCAL,Town Council,1,5.00000000000000,5.0000000000,null,1,null
33840113077,2025-11-04,Ohio,CITY,Town Council,1,3.07000000000000,3.0700000000,null,0,null
38113548406,2025-11-04,North Carolina,CITY,Town Council,1,3.96000000000000,3.9600000000,null,1,null
40759733858,2025-11-04,Maine,LOCAL,Other,1,2.52000000000000,2.5200000000,null,0,null
33406423084,2025-05-20,Idaho,LOCAL,Other,1,0.29000000000000,0.2900000000,null,1,null
22290880532,2024-11-05,Washington,COUNTY,Other,1,0.77000000000000,0.7700000000,null,1,null
21594833534,2024-11-05,Oregon,COUNTY,Sheriff,1,1.27000000000000,1.2700000000,null,0,null
33540803984,2025-06-03,Mississippi,CITY,Alderman,1,5.00000000000000,5.0000000000,null,1,null
30483427139,2025-04-08,Missouri,LOCAL,School Board,1,1.67000000000000,1.6700000000,null,0,null
23722373758,2024-11-05,California,Local,Other,1,null,null,null,1,null
22085850155,2024-11-05,Michigan,LOCAL,Utilities Commissioner,1,4.48000000000000,4.4800000000,null,1,null
37351767094,2025-11-04,Utah,CITY,City Council,1,1.31000000000000,1.3100000000,null,1,null
33608419692,2025-11-04,Virginia,LOCAL,School Board,1,2.39000000000000,2.3900000000,null,0,null
21402131319,2024-11-05,Virginia,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,1,null
28746444699,2025-04-08,Missouri,CITY,Mayor,1,2.33000000000000,2.3300000000,null,0,null
38955535279,2025-11-04,New York,TOWNSHIP,Other,1,2.67000000000000,2.6700000000,null,1,null
35241921434,2025-11-04,Washington,LOCAL,Utilities Commissioner,3,1.06000000000000,1.0600000000,2025-10-19T07:00:00.000,0,text
37248440428,2025-11-04,New Jersey,LOCAL,School Board,1,2.52000000000000,2.5200000000,null,1,null
30039416935,2025-03-04,Tennessee,CITY,City Council,1,1.69000000000000,1.6900000000,null,0,null
40355751787,2025-11-04,Georgia,CITY,City Council,1,3.25000000000000,3.2500000000,null,1,null
30139679381,2025-03-11,New Hampshire,CITY,Other,1,0.37000000000000,0.3700000000,null,1,null
37315269985,2025-08-26,Alabama,CITY,City Council,1,1.72000000000000,1.7200000000,null,0,null
30830332736,2025-04-01,Oklahoma,Local,School Board,1,2.50000000000000,2.5000000000,null,1,null
21556685656,2024-11-05,Arizona,LOCAL,School Board,1,2.98000000000000,2.9800000000,null,1,null
39268302664,2025-11-04,null,County,School Board,1,3.71000000000000,3.7100000000,null,0,null
30303095049,2025-04-01,Wisconsin,Local,School Board,1,5.00000000000000,5.0000000000,null,0,null
22625592605,2024-11-05,Michigan,LOCAL,School Board,1,2.69000000000000,2.6900000000,null,0,null
25187944747,2024-11-05,Minnesota,CITY,City Council,1,2.38000000000000,2.3800000000,null,0,null
40247956812,2025-11-04,Ohio,CITY,Town Council,1,1.49000000000000,1.4900000000,null,1,null
23771497748,2024-11-05,Michigan,Local,City Council,1,null,null,null,0,null
41747034627,2025-11-04,Pennsylvania,CITY,null,1,null,null,null,0,null
21710036496,2024-11-05,California,CITY,Mayor,1,1.38000000000000,1.3800000000,null,1,null
30781611369,2025-05-03,Texas,CITY,City Council,1,1.50000000000000,1.5000000000,null,0,null
16990801717,2024-11-05,California,COUNTY,County Supervisor,1,0.85000000000000,0.8500000000,null,0,null
23627839568,2024-11-05,Tennessee,CITY,Mayor,1,2.29000000000000,2.2900000000,null,1,null
34741755174,2025-11-04,Colorado,LOCAL,School Board,1,1.98000000000000,1.9800000000,null,0,null
37322667185,2025-11-04,North Carolina,CITY,Town Council,1,2.53000000000000,2.5300000000,null,1,null
32306686564,2025-05-20,Oregon,LOCAL,Other,1,4.99000000000000,4.9900000000,null,1,null
22624125084,2024-11-05,Kansas,COUNTY,County Supervisor,1,2.01000000000000,2.0100000000,null,1,null
28327446072,2025-04-01,Oklahoma,LOCAL,School Board,1,3.58000000000000,3.5800000000,null,0,null
39092179040,2025-11-05,Ohio,Local,Judge,1,0.79000000000000,0.7900000000,null,0,null
35475890336,2025-08-26,Alabama,CITY,City Council,1,1.21000000000000,1.2100000000,null,0,null
42862918563,2025-11-04,Massachusetts,LOCAL,School Board,1,null,null,null,0,null
32738286365,2025-05-05,Massachusetts,LOCAL,School Board,1,5.00000000000000,5.0000000000,null,1,null
31715011421,2025-04-08,null,Local,School Board,1,4.05000000000000,4.0500000000,null,1,null
43203216190,2025-11-04,Ohio,LOCAL,null,1,null,null,null,1,null
39041031054,2025-11-04,Ohio,LOCAL,School Board,1,2.88000000000000,2.8800000000,null,1,null
23219655184,2024-11-05,Minnesota,LOCAL,School Board,1,5.00000000000000,5.0000000000,null,1,null
29850988358,2025-05-03,Louisiana,CITY,Mayor,1,0.21000000000000,0.2100000000,null,1,null
38582425670,2025-11-04,Ohio,CITY,Town Council,1,1.49000000000000,1.4900000000,null,0,null
41691457147,2025-11-04,Iowa,CITY,City Council,1,2.61000000000000,2.6100000000,null,1,null
38797112873,2025-11-04,North Carolina,CITY,Town Council,1,null,null,null,0,null
36251628879,2025-11-04,Kansas,CITY,City Council,1,1.30000000000000,1.3000000000,null,1,null
22857340059,2024-11-05,South Carolina,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,1,null
33469036834,2025-11-04,Pennsylvania,CITY,null,1,0.55000000000000,0.5500000000,null,1,null
23618954836,2024-11-05,Florida,LOCAL,Other,1,5.00000000000000,5.0000000000,null,1,null
33029743722,2025-05-20,Oregon,LOCAL,School Board,1,2.47000000000000,2.4700000000,null,0,null
22699301291,2024-11-05,New Jersey,Local,School Board,1,null,null,null,1,null
21355606415,2024-11-05,Nebraska,COUNTY,County Supervisor,1,3.61000000000000,3.6100000000,null,0,null
40250609541,2025-11-04,Massachusetts,CITY,null,1,null,null,null,1,null
35800912946,2025-11-04,Washington,LOCAL,Other,1,2.79000000000000,2.7900000000,null,1,null
21544930870,2024-11-05,Ohio,FEDERAL,Congressional,1,0.03000000000000,0.0300000000,null,0,null
41228368796,2025-11-04,Washington,CITY,null,1,null,null,null,1,null
31294646281,2025-04-01,Oklahoma,CITY,Town Council,1,2.53000000000000,2.5300000000,null,1,null
39850001586,2025-11-04,Washington,LOCAL,School Board,1,1.17000000000000,1.1700000000,null,0,null
41092551016,2025-11-04,Iowa,CITY,City Council,1,4.02000000000000,4.0200000000,null,1,null
22737624130,2024-11-05,Kansas,STATE,School Board,1,0.89000000000000,0.8900000000,null,0,null
23100593809,2024-11-05,Michigan,LOCAL,Town Council,1,null,null,null,1,null
35166730543,2025-08-26,Alabama,null,City Council,1,null,null,null,0,null
30147226954,2025-04-01,null,Local,Other,1,4.37000000000000,4.3700000000,null,1,null
25112113412,2024-11-05,California,CITY,City Council,1,2.48000000000000,2.4800000000,null,0,null
23946151820,2024-11-05,Texas,LOCAL,School Board,1,2.43000000000000,2.4300000000,null,1,null
32399264373,2025-05-19,Massachusetts,CITY,City Council,1,2.34000000000000,2.3400000000,null,0,null
31079311106,2025-04-01,Wisconsin,CITY,Mayor,1,3.53000000000000,3.5300000000,null,1,null
38344524355,2025-11-04,Ohio,TOWNSHIP,Town Council,1,1.49000000000000,1.4900000000,null,0,null
29704845992,2025-03-11,Florida,CITY,City Council,1,2.23000000000000,2.2300000000,null,0,null
29211709768,2025-05-03,Texas,CITY,Mayor,1,0.41000000000000,0.4100000000,null,0,null
43316016133,2025-11-04,New Jersey,LOCAL,null,1,2.78000000000000,2.7800000000,null,1,null
30906791716,2025-04-08,Missouri,CITY,City Council,1,5.00000000000000,5.0000000000,null,1,null
21256541698,2024-11-05,Oklahoma,STATE,State House,1,0.82000000000000,0.8200000000,null,0,null
37552497944,2025-11-04,New Jersey,LOCAL,School Board,2,3.79000000000000,3.7900000000,2025-10-21T04:00:00.000,1,text
37390907437,2025-08-26,Alabama,CITY,City Council,1,3.31000000000000,3.3100000000,null,1,null
35837215290,2025-11-04,Ohio,CITY,Mayor,1,1.86000000000000,1.8600000000,null,1,null
29669055294,2025-04-01,Wisconsin,LOCAL,Town Council,1,5.00000000000000,5.0000000000,null,1,null
38498749567,2025-11-04,Ohio,LOCAL,School Board,1,2.88000000000000,2.8800000000,null,1,null
37646919244,2025-11-04,null,CITY,Mayor,1,null,null,null,1,null
40591489310,2025-11-04,Georgia,CITY,Mayor,1,1.43000000000000,1.4300000000,null,0,null
23400396721,2024-11-05,Nebraska,CITY,Town Council,1,5.00000000000000,5.0000000000,null,1,null
25134567809,2024-11-05,Michigan,CITY,Town Council,1,4.16000000000000,4.1600000000,null,1,null
43247647036,2025-11-04,Pennsylvania,CITY,null,1,null,null,null,1,null
39193867683,2025-11-04,Georgia,null,null,1,null,null,null,0,null
40593595156,2025-11-04,Iowa,LOCAL,School Board,1,null,null,null,1,null
22394212634,2024-11-05,North Carolina,CITY,Town Council,1,3.96000000000000,3.9600000000,null,1,null
41102006629,2025-11-04,Minnesota,CITY,Mayor,1,null,null,null,0,null
40417658656,2025-11-04,Colorado,CITY,City Council,1,1.59000000000000,1.5900000000,null,1,null
22882741802,2024-11-05,Minnesota,CITY,City Council,1,2.41000000000000,2.4100000000,null,0,null
41475557714,2025-11-04,Iowa,CITY,City Council,1,null,null,null,1,null
41276290926,2025-11-04,Iowa,CITY,City Council,1,2.12000000000000,2.1200000000,null,1,null
36614340470,2025-11-04,Utah,CITY,City Council,1,0.56000000000000,0.5600000000,null,0,null
40175233868,2025-11-04,Virginia,STATE,null,1,null,null,null,0,null
32613155735,2025-05-20,Oregon,Local,Other,1,4.99000000000000,4.9900000000,null,1,null
30017009765,2025-11-04,New York,LOCAL,null,1,1.91000000000000,1.9100000000,null,1,null
34668414590,2024-11-05,California,Local,Utilities Commissioner,1,3.41000000000000,3.4100000000,null,0,null
31909380894,2025-05-03,Texas,County,City Council,1,1.31000000000000,1.3100000000,null,0,null
36951383064,2025-11-04,Washington,CITY,City Council,1,0.99000000000000,0.9900000000,null,0,null
34447541832,2025-11-04,North Carolina,CITY,City Council,1,1.61000000000000,1.6100000000,null,0,null
31472858425,2025-04-01,Illinois,CITY,City Council,1,5.00000000000000,5.0000000000,null,1,null
28005523254,2025-04-01,Oklahoma,CITY,City Council,1,3.48000000000000,3.4800000000,null,0,null
32975270313,2025-05-20,Oregon,LOCAL,Other,1,5.00000000000000,5.0000000000,null,1,null
31471772237,2025-11-04,New York,LOCAL,null,1,1.86000000000000,1.8600000000,null,1,null
39698879892,2025-11-04,Florida,Local,City Council,1,1.61000000000000,1.6100000000,null,0,null
25241497967,2024-11-05,North Carolina,CITY,Mayor,1,3.21000000000000,3.2100000000,null,1,null
39198483030,2025-11-04,North Carolina,CITY,Mayor,1,null,null,null,0,null
31645953890,2025-11-04,Georgia,CITY,null,1,1.87000000000000,1.8700000000,null,0,null
34510645104,2025-11-04,Washington,LOCAL,School Board,1,2.86000000000000,2.8600000000,null,1,null
37413785425,2025-11-04,North Carolina,CITY,Town Council,1,2.53000000000000,2.5300000000,null,0,null
42058538898,2025-11-04,Ohio,LOCAL,School Board,1,null,null,null,1,null
23406375760,2024-11-05,Minnesota,CITY,City Council,1,4.16000000000000,4.1600000000,null,1,null
38969736313,2025-11-04,New York,TOWNSHIP,Mayor,1,1.03000000000000,1.0300000000,null,1,null
36988929099,2025-11-04,North Carolina,CITY,Town Council,1,2.53000000000000,2.5300000000,null,1,null
31332692083,2025-11-04,New Jersey,STATE,null,1,0.50000000000000,0.5000000000,null,0,null
30311519513,2025-04-01,Wisconsin,CITY,City Council,1,4.99000000000000,4.9900000000,null,1,null
25372660760,2024-11-05,Colorado,COUNTY,County Supervisor,1,2.37000000000000,2.3700000000,null,0,null
41325423522,2025-11-04,Iowa,CITY,City Council,1,4.02000000000000,4.0200000000,null,1,null
25186584416,2024-11-05,Iowa,COUNTY,Utilities Commissioner,1,5.00000000000000,5.0000000000,null,1,null
21597971287,2024-11-05,Arizona,CITY,City Council,1,5.00000000000000,5.0000000000,null,0,null
42258209707,2025-11-04,Iowa,CITY,City Council,1,2.61000000000000,2.6100000000,null,1,null
33468879783,2025-05-20,Oregon,LOCAL,Other,1,4.99000000000000,4.9900000000,null,1,null
41645442408,2025-11-04,Iowa,CITY,City Council,1,4.02000000000000,4.0200000000,null,1,null
40773063202,2025-11-04,Maine,CITY,City Council,1,null,null,null,0,null
31252550488,2025-04-01,Illinois,Local,School Board,1,3.55000000000000,3.5500000000,null,1,null
38560784130,2025-11-04,North Carolina,CITY,Town Council,1,2.53000000000000,2.5300000000,null,0,null
23898345487,2024-11-05,Michigan,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,1,null
30316805658,2025-05-03,Texas,LOCAL,School Board,1,1.68000000000000,1.6800000000,null,1,null
22494458885,2024-11-05,Michigan,LOCAL,School Board,1,1.52000000000000,1.5200000000,null,0,null
39356507674,2025-11-04,New Mexico,LOCAL,School Board,1,0.92000000000000,0.9200000000,null,1,null
41448092548,2025-11-04,Idaho,CITY,City Council,1,1.31000000000000,1.3100000000,null,0,null
36622813491,2025-11-04,Michigan,CITY,City Council,1,3.88000000000000,3.8800000000,null,1,null
23297106322,2024-11-05,California,CITY,Clerk/Treasurer,1,1.76000000000000,1.7600000000,null,0,null
38967929856,2025-11-04,Georgia,STATE,null,1,null,null,null,0,null
37976007024,2025-08-26,Alabama,CITY,Mayor,1,1.48000000000000,1.4800000000,null,0,null
39694518398,2025-11-04,South Carolina,CITY,Town Council,1,3.74000000000000,3.7400000000,null,1,null
33473319198,2025-05-20,Idaho,LOCAL,Other,1,1.65000000000000,1.6500000000,null,1,null
23128549800,2024-11-05,Minnesota,LOCAL,Clerk/Treasurer,1,3.44000000000000,3.4400000000,null,1,null
38583643215,2025-11-04,North Carolina,Local,Town Council,1,null,null,null,1,null
23461461433,2024-11-05,Oregon,CITY,City Council,1,3.75000000000000,3.7500000000,null,1,null
39352692328,2025-11-04,South Carolina,LOCAL,Other,1,2.14000000000000,2.1400000000,null,1,null
42047655820,2025-11-04,Massachusetts,LOCAL,School Board,1,null,null,null,0,null
38504170907,2025-11-04,Ohio,CITY,Mayor,1,0.68000000000000,0.6800000000,null,0,null
38114482330,2025-11-04,null,CITY,City Council,1,3.51000000000000,3.5100000000,null,1,null
33232791683,2026-03-14,Massachusetts,CITY,Other,1,0.42000000000000,0.4200000000,null,0,null
40065342586,2025-11-04,Ohio,CITY,City Council,1,null,null,null,0,null
38749554554,2025-11-04,Ohio,TOWNSHIP,Town Council,1,1.49000000000000,1.4900000000,null,0,null
28185009693,2025-03-11,Florida,CITY,City Council,1,2.23000000000000,2.2300000000,null,0,null
23807383448,2024-11-05,California,Local,City Council,1,null,null,null,1,null
31707007864,2025-04-01,Florida,CITY,City Council,1,0.83000000000000,0.8300000000,null,0,null
38755373211,2025-11-04,Ohio,TOWNSHIP,Town Council,1,3.07000000000000,3.0700000000,null,1,null
21186753091,2024-11-05,South Carolina,CITY,Town Council,1,2.60000000000000,2.6000000000,null,0,null
35246112627,2025-11-04,Georgia,STATE,null,1,0.37000000000000,0.3700000000,null,0,null
37046273368,2025-11-04,North Carolina,CITY,Mayor,1,1.38000000000000,1.3800000000,null,0,null
35880650885,2025-11-04,Washington,CITY,City Council,1,2.39000000000000,2.3900000000,null,1,null
22376793227,2024-11-05,Florida,LOCAL,Utilities Commissioner,1,5.00000000000000,5.0000000000,null,1,null
37050094119,2025-11-04,Utah,CITY,City Council,1,2.85000000000000,2.8500000000,null,1,null
40065770269,2025-11-04,North Carolina,CITY,null,1,null,null,null,0,null
23055893262,2024-11-05,California,LOCAL,School Board,1,3.60000000000000,3.6000000000,null,1,null
39630219579,2025-11-04,Idaho,CITY,Mayor,1,0.81000000000000,0.8100000000,null,0,null
31959095056,2025-05-03,Texas,CITY,City Council,1,5.00000000000000,5.0000000000,null,1,null
19989566278,2024-11-05,Nebraska,LOCAL,School Board,1,2.22000000000000,2.2200000000,null,0,null
42709411146,2025-11-04,Washington,CITY,City Council,1,2.39000000000000,2.3900000000,2025-10-30T07:00:00.000,1,text
22394069043,2024-11-05,North Carolina,CITY,Town Council,1,4.16000000000000,4.1600000000,null,1,null
20936187261,2024-11-05,Nevada,Local,City Council,1,null,null,null,1,null
31321044866,2025-11-04,Virginia,COUNTY,County Supervisor,1,0.37000000000000,0.3700000000,null,0,null
39087948110,2025-11-04,Ohio,CITY,Town Council,1,1.49000000000000,1.4900000000,null,1,null
37250097741,2025-11-04,Kansas,LOCAL,School Board,1,1.53000000000000,1.5300000000,null,1,null
37485020001,2025-11-04,Colorado,LOCAL,School Board,1,1.98000000000000,1.9800000000,null,1,null
23724581189,2024-11-05,Iowa,LOCAL,Town Council,1,2.77000000000000,2.7700000000,null,0,null
23307951628,2024-11-05,Minnesota,CITY,City Council,1,1.73000000000000,1.7300000000,null,1,null
39495628880,2025-11-03,Georgia,Local,Mayor,1,1.42000000000000,1.4200000000,null,1,null
41173959726,2025-11-04,Massachusetts,CITY,City Council,1,1.77000000000000,1.7700000000,null,0,null
34374041781,2025-11-04,New Jersey,STATE,null,1,0.50000000000000,0.5000000000,null,0,null
37939747980,2025-08-26,Alabama,CITY,City Council,1,1.93000000000000,1.9300000000,null,0,null
23004062777,2024-11-05,South Carolina,LOCAL,School Board,1,3.58000000000000,3.5800000000,null,1,null
28764565642,2025-06-07,Oklahoma,CITY,City Council,1,1.79000000000000,1.7900000000,null,0,null
22709916240,2025-11-04,New York,CITY,null,1,1.14000000000000,1.1400000000,null,0,null
41713675372,2025-11-04,Iowa,CITY,Mayor,1,2.16000000000000,2.1600000000,null,0,null
29878753457,2025-03-11,Florida,CITY,City Council,1,1.51000000000000,1.5100000000,null,0,null
36734805420,2025-11-04,Michigan,CITY,City Council,1,3.88000000000000,3.8800000000,null,0,null
33451838249,2025-11-04,Kansas,LOCAL,School Board,1,3.11000000000000,3.1100000000,null,1,null
25178811909,2024-11-05,Virginia,CITY,Town Council,1,2.16000000000000,2.1600000000,null,1,null
25277072470,2024-11-05,Oregon,CITY,City Council,1,1.45000000000000,1.4500000000,null,0,null
33529092636,2025-06-03,Mississippi,CITY,Town Council,1,0.50000000000000,0.5000000000,null,1,null
37400932260,2025-11-04,Utah,LOCAL,School Board,1,1.15000000000000,1.1500000000,null,1,null
39370555709,2025-11-04,null,Local,City Council,1,3.17000000000000,3.1700000000,null,1,null
22046392138,2024-11-05,Minnesota,COUNTY,County Supervisor,1,2.34000000000000,2.3400000000,null,0,null
37390105994,2025-11-04,Pennsylvania,CITY,null,1,0.32000000000000,0.3200000000,null,0,null
42057313378,2025-11-04,Texas,CITY,null,1,null,null,null,0,null
42252097816,2025-11-04,Iowa,LOCAL,School Board,1,4.01000000000000,4.0100000000,null,1,null
31919494761,2025-05-03,Texas,CITY,Mayor,1,0.85000000000000,0.8500000000,null,1,null
31761718319,2025-04-12,Massachusetts,CITY,Mayor,1,3.04000000000000,3.0400000000,null,1,null
34337681488,2025-11-04,Kansas,CITY,City Council,1,1.30000000000000,1.3000000000,null,0,null
36661958967,2025-11-04,Washington,CITY,City Council,1,0.99000000000000,0.9900000000,null,0,null
30464555646,2025-04-01,Illinois,Local,Utilities Commissioner,1,1.91000000000000,1.9100000000,null,1,null
22045634441,2024-11-05,Florida,LOCAL,School Board,1,3.45000000000000,3.4500000000,null,1,null
42615628154,2025-11-04,New Mexico,LOCAL,Other,1,0.66000000000000,0.6600000000,null,0,null
34952976391,2025-08-26,Alabama,CITY,City Council,2,3.42000000000000,3.4200000000,2025-08-16T05:00:00.000,1,text
41185934490,2025-11-04,South Carolina,CITY,City Council,1,1.76000000000000,1.7600000000,null,1,null
31858701868,2025-05-20,Oregon,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,1,null
21838163566,2024-11-05,Oklahoma,CITY,City Council,1,1.48000000000000,1.4800000000,null,0,null
23523353526,2024-11-05,Georgia,COUNTY,County Supervisor,1,0.80000000000000,0.8000000000,null,0,null
23840119381,2024-11-05,Minnesota,LOCAL,School Board,1,4.23000000000000,4.2300000000,null,1,null
25091077676,2024-11-05,Iowa,COUNTY,County Supervisor,1,3.18000000000000,3.1800000000,null,0,null
23707603594,2024-11-05,Virginia,CITY,Town Council,1,5.00000000000000,5.0000000000,null,1,null
39725762392,2025-11-04,North Carolina,CITY,Town Council,1,null,null,null,0,null
33658162475,2025-11-04,Iowa,LOCAL,School Board,1,3.87000000000000,3.8700000000,null,1,null
23342795049,2024-11-05,Minnesota,CITY,Mayor,1,1.45000000000000,1.4500000000,null,0,null
40176998995,2025-11-04,Ohio,LOCAL,School Board,1,1.33000000000000,1.3300000000,null,1,null
38959529338,2025-11-04,Montana,CITY,City Council,1,null,null,null,0,null
37674196663,2025-11-04,North Carolina,CITY,Town Council,1,2.53000000000000,2.5300000000,null,0,null
30937037360,2025-11-04,Ohio,LOCAL,School Board,1,1.41000000000000,1.4100000000,null,1,null
37322517557,2025-11-04,Washington,LOCAL,School Board,1,2.67000000000000,2.6700000000,null,0,null
40972904593,2025-11-04,Kansas,CITY,City Council,1,null,null,null,1,null
30759025002,2025-04-01,Illinois,LOCAL,School Board,1,1.91000000000000,1.9100000000,null,0,null
38427151523,2025-11-04,North Carolina,CITY,Town Council,1,2.71000000000000,2.7100000000,null,0,null
21981003177,2024-11-05,Michigan,CITY,City Council,1,3.25000000000000,3.2500000000,null,0,null
40609139012,2025-11-04,Colorado,Local,School Board,1,1.84000000000000,1.8400000000,null,1,null
30723499419,2025-05-03,Texas,LOCAL,null,1,2.30000000000000,2.3000000000,null,0,null
41268526963,2025-11-04,Iowa,LOCAL,School Board,1,2.88000000000000,2.8800000000,null,1,null
35880888907,2025-11-04,Kansas,LOCAL,School Board,1,1.05000000000000,1.0500000000,null,1,null
40606661986,2025-11-04,Colorado,CITY,Mayor,1,null,null,null,1,null
38440145503,2025-11-04,Montana,CITY,Judge,1,1.38000000000000,1.3800000000,null,1,null
23621785653,2024-11-05,Florida,LOCAL,Utilities Commissioner,1,5.00000000000000,5.0000000000,null,1,null
30784067855,2025-04-01,Alaska,County,City Council,1,2.77000000000000,2.7700000000,null,0,null
32377995429,2025-05-13,New Jersey,CITY,City Council,1,1.71000000000000,1.7100000000,null,0,null
22556490407,2024-11-05,North Carolina,LOCAL,School Board,1,1.45000000000000,1.4500000000,null,0,null
41448712215,2025-11-04,Minnesota,LOCAL,School Board,1,4.06000000000000,4.0600000000,null,1,null
38911505461,2025-11-04,Minnesota,CITY,Other,1,3.82000000000000,3.8200000000,null,0,null
37252917508,2025-11-04,Virginia,LOCAL,County Supervisor,1,1.85000000000000,1.8500000000,null,0,null
38958854748,2025-11-04,Ohio,LOCAL,School Board,1,1.33000000000000,1.3300000000,null,1,null
35661376837,2025-11-04,Kansas,CITY,City Council,1,1.30000000000000,1.3000000000,null,1,null
21840382869,2025-11-04,Ohio,LOCAL,null,1,1.41000000000000,1.4100000000,null,0,null
39269420884,2025-11-04,Georgia,CITY,City Council,1,null,null,null,0,null
38343739721,2025-11-04,Ohio,LOCAL,School Board,1,1.33000000000000,1.3300000000,null,0,null
31904210579,2025-05-03,Texas,CITY,City Council,1,1.50000000000000,1.5000000000,null,0,null
37033149207,2025-11-04,North Carolina,CITY,Town Council,1,2.53000000000000,2.5300000000,null,1,null
25284680199,2024-11-05,Washington,COUNTY,Other,1,0.87000000000000,0.8700000000,null,0,null
23555460960,2024-11-05,Virginia,CITY,Mayor,1,2.04000000000000,2.0400000000,null,0,null
35072382845,2025-11-04,Washington,CITY,City Council,1,0.54000000000000,0.5400000000,null,0,null
38333113752,2025-10-07,Alaska,LOCAL,School Board,1,3.58000000000000,3.5800000000,null,1,null
39270545236,2025-11-04,Ohio,CITY,Town Council,1,3.07000000000000,3.0700000000,null,1,null
36050757478,2025-11-04,Washington,CITY,City Council,1,0.99000000000000,0.9900000000,null,0,null
41421476398,2025-11-04,Colorado,CITY,City Council,1,null,null,null,0,null
32623480677,2025-05-06,Montana,LOCAL,School Board,1,4.99000000000000,4.9900000000,null,0,null
39233113931,2025-11-04,Minnesota,CITY,Mayor,1,0.25000000000000,0.2500000000,null,0,null
37013157915,2025-11-04,Washington,LOCAL,School Board,1,2.67000000000000,2.6700000000,null,1,null
39836207105,2025-11-04,Ohio,LOCAL,School Board,1,2.88000000000000,2.8800000000,null,1,null
42074009966,2025-11-04,Idaho,LOCAL,School Board,1,2.64000000000000,2.6400000000,null,1,null
29475122299,2025-04-01,Illinois,LOCAL,School Board,1,1.93000000000000,1.9300000000,null,1,null
31443457083,2025-09-10,Florida,CITY,null,1,1.82000000000000,1.8200000000,null,0,null
