hubspot_id,state,office_level,office_type,candidate_office,election_date,viability_score,general_election_result,general_votes_received,total_general_votes_cast
23832400150,Florida,LOCAL,Other,Port of the Islands Community Improvement District Board - Seat 3,2024-11-05,3.3300000000,Won General,null,null
34365977670,Washington,CITY,Town Council,Concrete Town Council - Position 5,2025-11-04,3.0000000000,Lost General,null,null
30303902509,Missouri,LOCAL,School Board,Hillsboro R-3 School Board,2025-04-08,4.9900000000,Lost General,280.0000000000,1938.0000000000
36497377564,Alabama,CITY,City Council,Notasulga City Council - District 2,2025-08-26,3.3100000000,Won General,null,null
38112943957,Ohio,LOCAL,School Board,Mount Healthy City School Board,2025-11-04,1.6100000000,Won General,1613.0000000000,5181.0000000000
31768260916,South Dakota,LOCAL,School Board,Menno School Board,2025-04-08,2.4600000000,Lost General,null,null
36382416952,Kansas,CITY,City Council,Baldwin City Council,2025-11-04,2.3400000000,Lost General,318.0000000000,1883.0000000000
30142636447,Florida,CITY,Mayor,Newberry City Mayor,2025-04-08,1.2400000000,Lost General,788.0000000000,1673.0000000000
34893582487,Michigan,CITY,Mayor,Detroit City Mayor,2025-11-04,1.9500000000,Not on Ballot,null,null
21345903107,Virginia,Local,Mayor,Mayor,2024-11-05,null,Lost General,5175.0000000000,12185.0000000000
30725343053,New York,LOCAL,School Board,West Babylon School Board,2025-05-20,0.8500000000,Lost General,null,null
34786130843,New York,CITY,Town Council,Kinderhook Village Council,2025-06-24,1.4900000000,Runoff,null,null
40260444763,Iowa,CITY,City Council,Davenport City Council - Ward 3,2025-11-04,null,Won General,null,null
40835626378,Ohio,CITY,City Council,Marysville City Council - At Large,2025-11-04,null,Lost General,null,null
39337846081,South Carolina,null,null,Governor ,2025-11-02,null,Cannot Determine,null,null
37196767158,Virginia,COUNTY,County Supervisor,Orange County Board - District 1,2025-11-04,1.5900000000,Won General,1481.0000000000,3295.0000000000
23931691548,California,LOCAL,School Board,Azusa Unified School Board - District 2,2024-11-05,5.0000000000,Won General,null,null
23740108942,Ohio,COUNTY,County Supervisor,Williams County Commission (Term Commencing 1/3),2024-11-05,1.0000000000,Lost General,5906.0000000000,16861.0000000000
22509934661,Minnesota,CITY,City Council,Eveleth City Council,2024-11-05,3.2500000000,Won General,989.0000000000,2817.0000000000
36738499382,Kansas,LOCAL,School Board,"Haven USD 312 School Board - District 1, Position 4",2025-11-04,1.1500000000,Won General,null,null
33270501203,Oregon,LOCAL,Other,Meridian Library Trustee,2025-05-20,3.6800000000,Won General,5154.0000000000,12683.0000000000
36662424600,Montana,CITY,Mayor,Billings City Mayor,2025-11-04,1.2100000000,Lost General,null,null
35582185993,Washington,LOCAL,Other,"Skagit County Hospital Board - District 1, Position 2",2025-11-04,1.2700000000,Won General,null,null
38286001450,Massachusetts,CITY,City Council,Boston City Council - District 5,2025-11-04,1.5700000000,Lost General,null,null
33697686869,New York,LOCAL,School Board,East Williston Union Free School School Board,2025-05-20,1.1100000000,Won General,1086.0000000000,1991.0000000000
30680221488,Illinois,LOCAL,School Board,Will County 92 School Board,2025-04-01,1.2600000000,Lost General,470.0000000000,4761.0000000000
23828889973,Florida,LOCAL,Other,Bay Creek Community Development District Board - Seat 1,2024-11-05,1.5500000000,Won General,null,null
31955094144,Texas,LOCAL,School Board,Fort Bend Independent School Board - Position 7,2025-05-03,1.7700000000,Won General,8704.0000000000,20843.0000000000
37340851594,Alabama,CITY,null,Leeds City Council - District 3,2025-08-26,1.9300000000,Won General,null,null
37098382132,South Carolina,CITY,City Council,Westminster City Council,2025-11-04,1.7600000000,Lost General,63.0000000000,757.0000000000
31354355473,Illinois,CITY,City Council,Calumet City Council - Ward 4,2025-04-01,4.9900000000,Won General,466.0000000000,466.0000000000
35872434102,Pennsylvania,STATE,null,Pennsylvania Supreme Court Judge (Retain Donohue?),2025-11-04,0.5600000000,Cannot Determine,null,null
22624191006,California,CITY,City Council,Garden Grove City Council - District 5,2024-11-05,1.8300000000,Lost General,1072.0000000000,8584.0000000000
34728143982,Iowa,LOCAL,null,Collins-Maxwell School Board - At Large,2025-11-04,2.6400000000,Not on Ballot,null,null
39426552165,Kansas,CITY,City Council,Pomona City Council,2025-11-04,1.3000000000,Lost General,50.0000000000,179.0000000000
21836696740,Florida,CITY,City Council,Deltona City Commission - District 2,2024-11-05,0.6100000000,Won General,862.0000000000,1699.0000000000
32052907307,Texas,CITY,City Council,Cleburne City Council - District 2,2025-05-03,5.0000000000,Won General,null,null
38591947089,North Carolina,CITY,Town Council,Rose Hill Town Council,2025-11-04,3.9600000000,Won General,null,null
22452300407,Michigan,LOCAL,School Board,L'Anse Creuse Public School Board,2024-11-05,1.9400000000,Won General,8607.0000000000,47060.0000000000
35986924469,Utah,CITY,Mayor,Marriott-Slaterville City Mayor,2025-11-04,0.8100000000,Lost General,null,null
37090581116,Virginia,COUNTY,Clerk/Treasurer,Norton City Treasurer,2025-11-04,2.1000000000,Won General,null,null
39704550293,Idaho,CITY,City Council,Onaway City Council,2025-11-04,2.8500000000,Won General,null,null
35672652316,Georgia,CITY,City Council,Cordele City Commission - Ward 3,2025-11-04,0.8500000000,Runoff,162.0000000000,398.0000000000
25216651815,Minnesota,LOCAL,School Board,Owatonna School Board,2024-11-05,2.8200000000,Won General,6473.0000000000,37146.0000000000
42820653969,Ohio,LOCAL,School Board,Sycamore Community City School Board,2025-11-04,1.3300000000,Lost General,3720.0000000000,23088.0000000000
23817955089,California,LOCAL,School Board,Copper Mountain Community College District Board,2024-11-05,4.9900000000,Lost General,986.0000000000,3571.0000000000
37656093355,Virginia,LOCAL,School Board,Fluvanna County School Board - Cunningham,2025-11-04,2.3900000000,Won General,2033.0000000000,3561.0000000000
38581964471,Ohio,CITY,City Council,Riverside City Council,2025-11-04,2.6000000000,Won General,1578.0000000000,8229.0000000000
32096629364,Texas,LOCAL,School Board,Anna Independent School Board - Place 3,2025-05-03,1.3800000000,Won General,447.0000000000,967.0000000000
32143804774,Ohio,CITY,City Council,Solon City Council - Ward 4,2025-11-04,0.8200000000,Lost General,null,null
37964980786,Ohio,CITY,City Council,Eaton City Council,2025-11-04,1.3600000000,Lost General,null,null
32027911848,Texas,LOCAL,School Board,Belton Independent School Board - Area 1,2025-05-03,5.0000000000,Won General,null,null
31079311147,Wisconsin,CITY,City Council,Waukesha City Council - District 14,2025-04-01,3.6500000000,Won General,1210.0000000000,2183.0000000000
21839857694,Wyoming,CITY,City Council,Cheyenne City Council - Ward 1,2024-11-05,1.6500000000,Lost General,93.0000000000,764.0000000000
41614683174,Iowa,CITY,Mayor,Manchester City Mayor,2025-11-04,3.4400000000,Won General,928.0000000000,1317.0000000000
25080740934,Mississippi,COUNTY,Clerk/Treasurer,Benton County Tax Assessor/Collector,2024-11-05,0.5000000000,Lost General,826.0000000000,3901.0000000000
23724641066,Virginia,COUNTY,City Council,Roanoke City Council,2024-11-05,1.8400000000,Won General,17472.0000000000,93085.0000000000
35596192053,Washington,County,Other,Cascade Valley Water Dist #2 Commissioner #01,2025-11-04,2.5400000000,Won General,null,null
38286001081,Idaho,CITY,City Council,Idaho Falls City Council - Seat 2,2025-11-04,1.0600000000,Lost General,1148.0000000000,11098.0000000000
39526766669,Georgia,Local,City Council,Porterdale City Council - Post 4,2025-11-04,3.2400000000,Lost General,null,null
40990668831,Ohio,LOCAL,School Board,East Cleveland City School District Board,2025-11-04,null,Won General,null,null
36251475609,Utah,CITY,City Council,Sandy City Council - At Large,2025-11-04,1.0600000000,Not on Ballot,null,null
35072382845,Washington,CITY,City Council,Richland City Council - Position 6,2025-11-04,0.5400000000,Lost General,7174.0000000000,15027.0000000000
36395752755,Virginia,COUNTY,County Supervisor,Alleghany County Board - Clifton Forge West,2025-11-04,1.5900000000,Won General,215.0000000000,343.0000000000
40868737824,South Carolina,CITY,Town Council,Batesburg-Leesville Town Council - District 3,2025-11-04,2.2100000000,Lost General,null,null
32029196353,Massachusetts,CITY,null,Worcester City Council - District 3,2025-11-04,1.7700000000,Not on Ballot,null,null
23466523717,Florida,LOCAL,Utilities Commissioner,Lehigh Acres Fire Control and Rescue District Board - Seat 3,2024-11-05,3.5600000000,Won General,23833.0000000000,29839.0000000000
31372566357,Colorado,CITY,null,Rocky Ford City Mayor,2025-11-04,null,Not on Ballot,null,null
23406916938,Virginia,COUNTY,City Council,Alexandria City Council,2024-11-05,3.2700000000,Won General,35446.0000000000,244899.0000000000
31378095754,Wisconsin,LOCAL,Town Council,Portage County: Hull Town Board,2025-04-01,4.3300000000,Won General,1268.0000000000,3156.0000000000
37769290016,Ohio,CITY,City Council,Kenton City Council - At Large,2025-11-04,1.2200000000,Lost General,118.0000000000,1542.0000000000
40248306858,New Mexico,LOCAL,Other,Valencia Soil and Water Conservation District Supervisor - Position 1,2025-11-04,1.0000000000,Won General,2545.0000000000,15060.0000000000
28639266060,Illinois,CITY,Town Council,Skokie Village Council,2025-04-01,4.9900000000,Won General,null,null
37467794612,Virginia,LOCAL,School Board,Shenandoah County School Board - District 1,2025-11-04,2.3900000000,Lost General,null,null
22901273266,Rhode Island,CITY,City Council,Pawtucket City Council - District 2,2024-11-05,1.3200000000,Lost General,1201.0000000000,3809.0000000000
23404870055,Minnesota,LOCAL,School Board,Heron Lake-Okabena School Board,2024-11-05,4.0600000000,Won General,445.0000000000,2014.0000000000
30207548692,Texas,CITY,null,Killeen City Council - District 4,2025-05-03,2.0600000000,Lost General,null,null
35457753760,South Carolina,CITY,Mayor,Tega Cay City Mayor,2025-11-04,0.8200000000,Lost General,571.0000000000,2951.0000000000
37978010007,North Carolina,CITY,Town Council,Old Fort Town Council,2025-11-04,3.9600000000,Won General,null,null
32478343023,Texas,CITY,City Council,Glen Rose City Council,2025-05-03,1.5800000000,Lost General,51.0000000000,458.0000000000
33660915128,Washington,CITY,City Council,Marysville City Council - Position 3,2025-11-04,0.6100000000,Won General,7562.0000000000,12726.0000000000
27987987756,Illinois,CITY,Town Council,Minooka Village Council,2025-04-01,1.0400000000,Won General,436.0000000000,2323.0000000000
39633436953,Massachusetts,CITY,null,Chelsea City Council - District 2,2025-11-04,null,Won General,null,null
35233978243,Alabama,CITY,City Council,Alabaster City Council - Ward 1,2025-08-26,1.7200000000,Lost General,54.0000000000,489.0000000000
35021473542,Washington,CITY,City Council,Longview City Council - Position 7,2025-11-04,0.9900000000,Won General,null,null
23708073028,California,LOCAL,School Board,Garden Grove Unified School Board - Area 1,2024-11-05,2.0900000000,Lost General,8582.0000000000,18403.0000000000
23330885734,Arizona,LOCAL,School Board,Prescott USD 1 School Board,2024-11-05,4.0700000000,Lost General,10883.0000000000,73830.0000000000
35370662004,Washington,CITY,Town Council,Mansfield Town Council - Position 2,2025-11-04,1.3200000000,Won General,null,null
21400255345,Virginia,COUNTY,City Council,Portsmouth City Council,2024-11-05,0.7000000000,Lost General,197.0000000000,1758.0000000000
39178727226,Ohio,LOCAL,School Board,Hamilton City School Board,2025-11-04,1.3300000000,Won General,null,null
36662728966,Alabama,CITY,City Council,Notasulga City Council - District 5,2025-08-26,1.7200000000,Lost General,11.0000000000,60.0000000000
30229399952,Missouri,LOCAL,School Board,Raytown C-2 School Board,2025-04-08,0.9500000000,Lost General,655.0000000000,7322.0000000000
31042610012,Illinois,CITY,null,Naperville City Council,2025-04-01,1.9500000000,Won General,2004.0000000000,10742.0000000000
22777427355,Michigan,LOCAL,School Board,Cassopolis Public School Board,2024-11-05,2.6900000000,Lost General,1201.0000000000,7355.0000000000
30316437270,Wisconsin,LOCAL,School Board,Milwaukee Public School Board - District 7,2025-04-01,2.7100000000,Won General,12966.0000000000,20292.0000000000
19685576520,Arizona,STATE,State House,Arizona House of Representatives - District 13,2024-11-05,0.6900000000,Lost General,3127.0000000000,212587.0000000000
27987985263,Illinois,LOCAL,School Board,Community 128 School Board,2025-04-01,2.6900000000,Lost General,4286.0000000000,26185.0000000000
25136794737,Minnesota,CITY,City Council,Bock City Council,2024-11-05,4.9900000000,Won General,21.0000000000,40.0000000000
23945481021,Wyoming,LOCAL,Other,Hot Springs County Conservation District Board - At Large,2024-11-05,0.6800000000,Won General,358.0000000000,3180.0000000000
37062500184,Ohio,LOCAL,School Board,Rocky River City School District Board,2025-11-04,1.4100000000,Lost General,null,null
39510031670,New Mexico,Local,Town Council, Councilor At Large,2025-11-04,1.0400000000,Won General,null,null
23406375686,Minnesota,CITY,City Council,Welcome City Council,2024-11-05,4.1600000000,Won General,252.0000000000,647.0000000000
30426264941,Illinois,LOCAL,School Board,Oak Park 97 School Board,2025-04-01,1.5200000000,Lost General,4202.0000000000,24335.0000000000
35702123269,Utah,CITY,City Council,Sunset City Council,2025-11-04,1.0700000000,Lost General,146.0000000000,1125.0000000000
40171407951,Iowa,LOCAL,City Council,Lone Tree City Council,2025-11-04,null,Won General,null,null
29702171162,Florida,CITY,City Council,Lake Worth Beach City Commission - District 2,2025-03-11,2.2300000000,Lost General,193.0000000000,446.0000000000
29511085747,Illinois,LOCAL,Utilities Commissioner,Fountaindale Public Library District Board,2025-04-01,5.0000000000,Won General,null,null
37321280643,Ohio,CITY,null,Chillicothe City Council - At Large,2025-11-04,0.8500000000,Lost General,null,null
22642527275,Florida,STATE,State House,Puerto Rico House of Representatives,2024-11-06,null,Won General,11876.0000000000,24407.0000000000
30439598195,Illinois,LOCAL,School Board,Lyons 103 School Board,2025-04-01,5.0000000000,Won General,null,null
31669278978,Missouri,CITY,City Council,Greentop City Mayor,2025-04-08,3.2500000000,Won General,null,null
23537533212,California,LOCAL,School Board,Oceanside Unified School Board - Area 2,2024-11-05,3.6000000000,Won General,4871.0000000000,7757.0000000000
42718547071,Ohio,CITY,City Council,Cleveland City Council - Ward 8,2025-11-04,0.8200000000,Lost General,null,null
18077685097,California,Local,School Board,School Board,2024-03-05,null,Lost General,7131.0000000000,113804.0000000000
42473225311,Iowa,CITY,City Council,Ottumwa City Council,2025-11-04,4.0200000000,Won General,null,null
39505238624,New Mexico,Local,School Board,Truth Or Consequences Municipal School Board At Large,2025-11-03,0.9200000000,Not on Ballot,null,null
37770203994,Texas,LOCAL,School Board,Houston Independent School Board - District 5,2025-11-04,2.5300000000,Lost General,7214.0000000000,19524.0000000000
32712250126,Oregon,LOCAL,School Board,North Douglas 22 School Board - Seat 3,2025-05-20,5.0000000000,Won General,174.0000000000,176.0000000000
41309452361,Kansas,LOCAL,School Board,Pawnee Heights USD 496 School Board,2025-11-04,null,Won General,null,null
23732879116,Oregon,CITY,City Council,"Roseburg City Council - Ward 1, Position 2",2024-11-05,2.3400000000,Won General,688.0000000000,1371.0000000000
46177425209,Illinois,CITY,null,Waterman Village Council,2027-04-06,null,Won General,null,null
37753983837,Georgia,CITY,City Council,Whitesburg City Council - Post 2,2025-11-04,1.8700000000,Not on Ballot,null,null
21478829057,Oklahoma,STATE,State House,State House,2024-11-05,0.1900000000,Lost General,3923.0000000000,16651.0000000000
35363793800,Alabama,CITY,City Council,Prichard City Council - District 5,2025-08-26,1.5800000000,Lost General,46.0000000000,483.0000000000
33428482837,Arkansas,LOCAL,School Board,Perryville School Board - Position 1,2025-05-20,3.6100000000,Not on Ballot,null,null
39195822977,New Mexico,CITY,City Council,Las Cruces City Council - District 3,2025-11-04,0.5400000000,Won General,null,null
35134547495,Michigan,CITY,City Council,Muskegon City Commission - At Large,2025-11-04,2.6800000000,Won General,null,null
39425442140,New Jersey,LOCAL,School Board,Franklin Township School Board (Hunterdon County),2025-11-04,2.7800000000,Won General,null,null
35216003676,Maryland,STATE,null,Maryland 3rd Judicial Circuit Court Judge - Baltimore County,2025-11-04,2.2300000000,Not on Ballot,null,null
38979662472,Alaska,LOCAL,Other,North Peninsula Recreation Service Area Board - Seat A,2025-10-07,2.0100000000,Won General,null,null
25288774515,Michigan,CITY,Town Council,Deerfield Village Board,2024-11-05,5.0000000000,Won General,237.0000000000,514.0000000000
29559849539,Illinois,CITY,Clerk/Treasurer,Hazel Crest Village Clerk,2025-04-01,1.8700000000,Won General,747.0000000000,1841.0000000000
40825175930,New Hampshire,CITY,City Council,Concord City Council - Ward 8,2025-11-04,1.5700000000,Won General,null,null
34899871671,Ohio,CITY,City Council,Toledo City Council - At Large,2025-11-04,2.6000000000,Won General,null,null
41599220130,Iowa,CITY,City Council,Waterloo City Council - At Large,2025-11-04,2.4000000000,Won General,null,null
33290890126,North Carolina,CITY,City Council,Randleman City Council - Ward 3,2025-11-04,1.8100000000,Not on Ballot,null,null
38699458330,Connecticut,CITY,null,New Canaan Town Council,2025-11-04,0.7300000000,Won General,null,null
37036280921,Washington,LOCAL,null,Vancouver District 37 School Board - Position 3,2025-11-04,1.2500000000,Not on Ballot,null,null
21850889065,Nevada,CITY,City Council,Sparks City Council - Ward 3,2024-11-05,3.2500000000,Won General,4545.0000000000,8853.0000000000
29813623118,Texas,CITY,City Council,Colleyville City Council - Place 1,2025-05-03,5.0000000000,Won General,null,null
36903706993,Washington,CITY,Mayor,Connell City Mayor,2025-11-04,2.1200000000,Lost General,null,null
21965671338,Arizona,CITY,City Council,Bullhead City Council,2024-11-05,3.2600000000,Lost General,2590.0000000000,21597.0000000000
20228382135,Montana,STATE,Statewide/Governor,Montana Governor,2024-11-05,0.4800000000,Lost General,14455.0000000000,586254.0000000000
33754752891,Washington,CITY,City Council,Yelm City Council - Position 6,2025-11-04,0.7600000000,Won General,393.0000000000,782.0000000000
31085977208,Texas,CITY,City Council,Kirby City Council,2025-05-03,0.9900000000,Lost General,142.0000000000,1347.0000000000
39272582487,Utah,CITY,Town Council,Genola Town Council,2025-11-04,1.7100000000,Lost General,null,null
23898857554,Oregon,CITY,City Council,Gates City Council,2024-11-05,3.4500000000,Won General,85.0000000000,185.0000000000
31666275735,Illinois,CITY,Town Council,Forrest Village Council,2025-04-01,3.9600000000,Won General,195.0000000000,740.0000000000
29444142406,Missouri,CITY,City Council,Edmundson City Council - Ward 1,2025-04-08,1.5600000000,Lost General,null,null
39220793386,Colorado,CITY,City Council,Commerce City Council - Ward 1,2025-11-04,null,Lost General,null,null
36279399044,Washington,LOCAL,School Board,Sunnyside School Board District 1 ,2025-11-04,1.1700000000,Won General,null,null
25276758316,Iowa,LOCAL,Town Council,Scott County: Hickory Grove Township Trustee,2024-11-05,4.9900000000,Won General,150.0000000000,357.0000000000
39849694750,Ohio,LOCAL,School Board,Bryan City School Board,2025-11-04,1.3300000000,Won General,null,null
18753350247,California,Federal,Congressional,US House of Representatives,2024-11-05,null,Not on Ballot,null,null
38564657843,Ohio,LOCAL,School Board,Clear Fork Valley Local School Board,2025-11-04,3.0600000000,Won General,null,null
23548246855,California,CITY,Clerk/Treasurer,Corning City Clerk,2024-11-05,3.3500000000,Won General,674.0000000000,674.0000000000
38767402886,Ohio,CITY,City Council,Mentor City Council - At Large (Term Commencing 1/1),2025-11-04,2.1200000000,Lost General,3920.0000000000,11279.0000000000
32218211463,Texas,CITY,City Council,Van Alstyne City Council - Place 4,2025-05-03,5.0000000000,Won General,null,null
31969865388,Texas,CITY,City Council,Killeen City Council - District 4,2025-05-03,2.4000000000,Lost General,260.0000000000,590.0000000000
41633841438,Ohio,TOWNSHIP,Town Council,Delaware County: Marlboro Township Trustee,2025-11-04,null,Lost General,null,null
32327006085,New York,LOCAL,School Board,Hoosic Valley School Board,2025-05-20,3.3300000000,Lost General,147.0000000000,653.0000000000
19339483996,New York,STATE,State Senate,New York State Senate - District 8,2024-11-05,0.1800000000,Not on Ballot,0E-10,149906.0000000000
23209508752,Kansas,County,Clerk/Treasurer,County Treasurer,2024-11-05,null,Not on Ballot,null,null
19613286506,North Carolina,FEDERAL,Congressional,U.S. House of Representatives - North Carolina 9th Congressional District,2024-11-05,0.0400000000,Lost General,21874.0000000000,368596.0000000000
39710813543,Pennsylvania,LOCAL,School Board,Kennett Consolidated School Board - Region A,2027-11-02,null,Lost General,null,null
22556874821,Virginia,CITY,Town Council,Warrenton Town Council - Ward 1,2024-11-05,3.8500000000,Lost General,440.0000000000,1152.0000000000
36286588212,Georgia,CITY,City Council,Kennesaw City Council - Post 5,2025-11-04,1.8700000000,Not on Ballot,null,null
37764381019,North Carolina,CITY,Town Council,Rosman Town Council,2025-11-04,2.5300000000,Won General,null,null
22445509236,Minnesota,CITY,City Council,Chatfield City Council,2024-11-05,5.0000000000,Won General,1011.0000000000,1937.0000000000
32654119564,Texas,CITY,Mayor,Sugar Land City Mayor,2025-05-03,0.8100000000,Lost General,248.0000000000,16235.0000000000
23902843147,Tennessee,CITY,City Council,Springfield City Council - Ward 6,2024-11-05,3.5300000000,Lost General,491.0000000000,1046.0000000000
23400500570,Minnesota,LOCAL,Town Council,Traverse County: Walls Township Supervisor - Seat 2,2024-11-05,5.0000000000,Won General,37.0000000000,37.0000000000
37464069545,North Carolina,CITY,Mayor,Cramerton Town Mayor,2025-11-04,2.9400000000,Won General,null,null
36574255014,Alabama,CITY,Mayor,Selma City Mayor,2025-08-26,1.4800000000,Runoff,null,null
25184201494,California,CITY,City Council,Arcata City Council,2024-11-05,1.7300000000,Lost General,375.0000000000,7608.0000000000
39186465290,North Carolina,CITY,City Council,Newton City Council,2025-11-04,0.7400000000,Lost General,199.0000000000,4440.0000000000
34252134815,New Jersey,COUNTY,null,Bergen County Commissioner,2025-11-04,1.9300000000,Not on Ballot,null,null
35499770631,North Carolina,CITY,null,Fayetteville City Council - District 6,2025-11-04,1.8100000000,Not on Ballot,null,null
36394586222,Kansas,LOCAL,School Board,Derby USD 260 School Board,2025-11-04,0.5100000000,Lost General,1483.0000000000,10629.0000000000
29996704422,Wisconsin,CITY,City Council,Stevens Point City Council - District 7,2025-04-01,1.6600000000,Lost General,233.0000000000,725.0000000000
40642369133,Idaho,CITY,City Council,Declo City Council,2025-11-04,2.8500000000,Won General,38.0000000000,136.0000000000
31655257137,Massachusetts,CITY,Town Council,Dedham Town Meeting Board - Precinct 7,2025-04-12,4.9900000000,Won General,239.0000000000,11999.0000000000
35249285933,Washington,CITY,City Council,Connell City Council - Position 3,2025-11-04,0.9900000000,Won General,null,null
40190832276,Connecticut,CITY,Town Council,Westport Town Meeting Representative - District 2,2025-11-04,null,Lost General,null,null
38126965681,Massachusetts,CITY,City Council,Marlborough City Council - At Large,2025-11-04,2.0200000000,Lost General,null,null
22397276227,Kentucky,CITY,City Council,Arlington City Council,2024-11-05,3.5100000000,Lost General,36.0000000000,321.0000000000
33603040029,Oregon,LOCAL,Other,West Slope Water District Board - Position 5,2025-05-20,5.0000000000,Won General,null,null
22697646722,California,CITY,Mayor,Garden Grove City Mayor,2024-11-05,0.7100000000,Lost General,1200.0000000000,49883.0000000000
42346079057,Iowa,CITY,City Council,Birmingham City Council,2025-11-04,2.6100000000,Won General,null,null
40100227382,Idaho,CITY,City Council,Payette City Council,2025-11-04,0.9700000000,Won General,null,null
36738345138,Virginia,COUNTY,Sheriff,Danville City Sheriff,2025-11-04,3.0200000000,Won General,null,null
22372327034,Colorado,Local,Other,Electric Cooperative Board of Directors,2024-11-05,null,Lost General,718.0000000000,1748.0000000000
34905605898,Ohio,CITY,City Council,Cleveland Heights City Council,2025-11-04,2.6000000000,Lost General,null,null
37661319809,North Carolina,CITY,Town Council,Liberty Town Council,2025-11-04,2.5300000000,Won General,null,null
39645531681,New Mexico,CITY,Mayor,Anthony City Mayor,2025-11-04,1.3400000000,Lost General,null,null
27692217499,Illinois,LOCAL,Town Council,Lake County: Libertyville Township Supervisor,2025-04-01,1.9500000000,Lost General,1986.0000000000,6950.0000000000
31094943041,Maryland,CITY,City Council,City Council,2025-05-13,1.4800000000,Won General,144.0000000000,351.0000000000
38748777875,Ohio,CITY,City Council,Beavercreek City Council,2025-11-04,2.6000000000,Lost General,4674.0000000000,27616.0000000000
34087473250,Ohio,LOCAL,Town Council,Richland County: Weller Township Trustee,2025-11-04,3.0600000000,Won General,null,null
39495628880,Georgia,Local,Mayor,Town Of Trion Mayor,2025-11-03,1.4200000000,Won General,null,null
42788801103,New Jersey,CITY,City Council,Jersey City Council - Ward E,2025-11-04,2.2800000000,Lost General,null,null
39523129882,Minnesota,LOCAL,School Board,St. Peter School Board,2025-11-04,2.6800000000,Lost General,796.0000000000,4348.0000000000
22084066447,Minnesota,LOCAL,Utilities Commissioner,Rice County Soil and Water District Board - District 2,2024-11-05,4.3100000000,Lost General,8501.0000000000,24231.0000000000
37390105994,Pennsylvania,CITY,null,Bally Borough Mayor,2025-11-04,0.3200000000,Lost General,null,null
32910557999,Oregon,LOCAL,Other,Bar L Ranch Road District Board - Position 2,2025-05-20,4.9900000000,Won General,null,null
23829560947,Tennessee,CITY,Mayor,Spring Hill City Mayor,2025-04-10,1.2000000000,Lost General,null,null
31852550969,New York,LOCAL,null,Berne-Knox-Westerlo School Board,2025-05-20,2.2900000000,Not on Ballot,null,null
39269605048,Georgia,CITY,City Council,McDonough City Council - At Large,2025-11-04,1.3800000000,Lost General,2156.0000000000,4936.0000000000
49740826966,Texas,CITY,City Council,Kyle City Council - District 2,2025-11-04,1.8300000000,Runoff,null,null
40988020853,Idaho,LOCAL,School Board,Coeur d'Alene School Board - Zone 4,2025-11-04,1.1600000000,Lost General,null,null
23395560117,Minnesota,CITY,City Council,Ostrander City Council,2024-11-05,2.1100000000,Lost General,28.0000000000,243.0000000000
30483427139,Missouri,LOCAL,School Board,Grandview C-4 School Board,2025-04-08,1.6700000000,Lost General,2469.0000000000,5439.0000000000
41222336114,Iowa,CITY,Mayor,Spencer City Mayor,2025-11-04,1.8600000000,Lost General,null,null
31767062419,Mississippi,CITY,null,Greenwood City Mayor,2025-06-03,1.6200000000,Won General,1850.0000000000,3271.0000000000
39705319607,South Carolina,CITY,Town Council,Lyman Town Council,2025-11-04,3.7400000000,Lost General,259.0000000000,2252.0000000000
31922079272,Texas,CITY,Mayor,Port Lavaca City Council - District 4,2025-05-03,1.5000000000,Won General,118.0000000000,208.0000000000
39848091569,Georgia,CITY,Mayor,Atlanta City Mayor,2025-11-04,1.4300000000,Lost General,6331.0000000000,104124.0000000000
37652027426,North Carolina,CITY,Town Council,Bermuda Run Town Council,2025-11-04,2.5300000000,Lost General,null,null
37330487053,North Carolina,CITY,Mayor,Jamestown Town Mayor,2025-11-04,1.5900000000,Won General,null,null
38748005444,Ohio,LOCAL,School Board,Perry Local School Board (Lake County),2025-11-04,1.3300000000,Won General,null,null
23098832799,Michigan,CITY,City Council,Marshall City Council - At Large,2024-11-05,2.2400000000,Lost General,917.0000000000,2965.0000000000
28699519609,Illinois,CITY,City Council,Wood Dale City Council - Ward 1,2025-04-01,2.6700000000,Won General,305.0000000000,537.0000000000
31885274527,Texas,LOCAL,School Board,Lufkin Independent School District Board,2025-05-03,2.4300000000,Lost General,254.0000000000,1538.0000000000
25232660292,Michigan,COUNTY,County Supervisor,Monroe County Commission - District 1,2024-11-05,0.6600000000,Lost General,447.0000000000,8305.0000000000
23459745628,Oregon,CITY,City Council,Rivergrove City Council,2024-11-05,4.9900000000,Won General,8.0000000000,33.0000000000
36394586222,Kansas,LOCAL,School Board,Derby USD 260 School Board,2025-11-04,0.5100000000,Lost General,1483.0000000000,10629.0000000000
22989705390,California,LOCAL,School Board,MiraCosta Community College Board - Area 3,2024-11-05,2.5200000000,Lost General,7039.0000000000,20765.0000000000
34727441158,Michigan,CITY,City Council,Hamtramck City Council,2025-11-04,2.4100000000,Not on Ballot,null,null
35654617922,Alabama,CITY,null,Selma City Council - District 1,2025-08-26,1.9300000000,Not on Ballot,null,null
40065342586,Ohio,CITY,City Council,Troy City Council - At Large,2025-11-04,null,Lost General,null,null
39492520558,Georgia,null,Mayor,"Mayor Pro-Tem, Shellman",2025-11-04,null,Won General,null,null
23934771363,District Of Columbia,CITY,City Council,District of Columbia Advisory Neighborhood Commission - District 3E04,2024-11-05,4.9900000000,Won General,721.0000000000,776.0000000000
