hubspot_id,state,office_level,office_type,candidate_office,election_date,is_uncontested,viability_score,general_election_result,general_votes_received,total_general_votes_cast
31275933199,Wisconsin,LOCAL,Town Council,Waupaca County: St. Lawrence Town Board - Ward 1,2025-04-01,Contested,2.8100000000,Won General,190.0000000000,267.0000000000
28282642453,South Carolina,LOCAL,School Board,Greenwood 52 School Board,2025-05-13,UnContested,2.5000000000,Not on Ballot,null,null
29094466846,Illinois,LOCAL,School Board,Sunnybrook 171 School Board,2025-04-01,Contested,1.2600000000,Won General,539.0000000000,3429.0000000000
29341755700,Illinois,CITY,Mayor,Bloomingdale Village President,2025-04-01,UnContested,5.0000000000,Won General,null,null
35886737968,Washington,LOCAL,Other,Pend Oreille County Fire District 2 Board - Position 3,2025-11-04,UnContested,2.7900000000,Won General,null,null
35170202927,Georgia,CITY,City Council,Powder Springs City Council - Ward 2,2025-11-04,UnContested,3.2500000000,Won General,null,null
35424553378,Washington,CITY,City Council,Snohomish City Council - Position 6,2025-11-04,Contested,0.9900000000,Won General,1309.0000000000,2380.0000000000
28313507888,Illinois,LOCAL,School Board,Morris School Board 54,2025-04-01,UnContested,5.0000000000,Won General,null,null
22743438442,Illinois,CITY,Mayor,Alton City Mayor,2025-04-01,Contested,2.9000000000,Won General,1656.0000000000,4204.0000000000
29303148802,Illinois,CITY,Mayor,Island Lake Village Mayor,2025-04-01,Contested,2.9000000000,Lost General,292.0000000000,1387.0000000000
29978357912,Wisconsin,CITY,Mayor,Weston Village President,2025-04-01,Contested,0.9600000000,Lost General,2216.0000000000,4902.0000000000
29641125652,Illinois,LOCAL,School Board,Orland 135 School Board,2025-04-01,Contested,0.9500000000,Lost General,3533.0000000000,43314.0000000000
30317329025,Wisconsin,Local,School Board,school board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29562766923,Illinois,LOCAL,School Board,Kendall County: Na-Au-Say Township Supervisor,2025-04-01,Contested,3.0000000000,Won General,476.0000000000,810.0000000000
28671150402,Illinois,CITY,Mayor,Sawyerville Village President,2025-04-01,Contested,4.9700000000,Lost General,92.0000000000,138.0000000000
29666896046,Illinois,CITY,Town Council,La Grange Village Board,2025-04-01,Contested,4.3800000000,Won General,1646.0000000000,6544.0000000000
29720287611,Illinois,CITY,City Council,Troy City Council - Ward 1,2025-04-01,Contested,1.7400000000,Lost General,212.0000000000,435.0000000000
28153651068,Florida,CITY,Town Council,Jupiter Town Council - District 2,2025-03-11,Contested,0.9900000000,Lost General,1453.0000000000,7288.0000000000
28666258457,Illinois,CITY,Mayor,Sidney Village President,2025-04-01,Contested,3.6000000000,Lost General,58.0000000000,178.0000000000
28356517529,Oklahoma,LOCAL,School Board,Terral Elementary School Board,2025-04-01,UnContested,1.5800000000,Won General,160.0000000000,308.0000000000
34892665222,Washington,LOCAL,School Board,Snoqualmie Valley District 410 School Board - District 4,2025-11-04,UnContested,2.6700000000,Won General,null,null
31202025630,Illinois,CITY,Town Council,Capron Village Council,2025-04-01,UnContested,5.0000000000,Won General,null,null
29694529087,Illinois,CITY,City Council,Edwardsville City Council - Ward 2,2025-04-01,UnContested,5.0000000000,Won General,null,null
28235185664,Illinois,CITY,Town Council,Godley Village Council,2025-04-01,UnContested,5.0000000000,Won General,null,null
35490956345,Ohio,TOWNSHIP,Town Council,Morgan County: Windsor Township Trustee,2025-11-04,UnContested,3.0700000000,Won General,254.0000000000,644.0000000000
27990288219,Illinois,CITY,City Council,Batavia City Council - Ward 5,2025-04-01,Contested,2.6700000000,Won General,547.0000000000,761.0000000000
28805926432,Illinois,LOCAL,School Board,Norwood 63 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29634501791,Missouri,CITY,City Council,Ballwin City Council - Ward 2,2025-04-08,Contested,1.7200000000,Won General,468.0000000000,1049.0000000000
29163172008,Illinois,Local,School Board,Sunnybrook School District 171,2025-04-01,Contested,1.2600000000,Lost General,226.0000000000,3429.0000000000
29637134931,Illinois,CITY,Town Council,Round Lake Beach Village Board,2025-04-01,Contested,3.9600000000,Lost General,419.0000000000,2903.0000000000
31853611926,Pennsylvania,LOCAL,School Board,Ambridge Area School Board,2025-11-04,Contested,0.1700000000,Won General,4372.0000000000,17629.0000000000
30681677857,Wisconsin,CITY,City Council,Watertown City Council - District 5,2025-04-01,Contested,1.6600000000,Lost General,400.0000000000,870.0000000000
33662322863,Ohio,LOCAL,School Board,Georgetown Exempted Village School Board,2025-11-04,UnContested,2.8800000000,Won General,null,null
28293784930,Illinois,LOCAL,School Board,East Peoria 86 School Board,2025-04-01,UnContested,4.9900000000,Won General,null,null
30441303674,Illinois,LOCAL,School Board,Glenview Community Consolidated 34 School Board,2025-04-01,Contested,1.9300000000,Won General,455.0000000000,2782.0000000000
28488486315,Oklahoma,LOCAL,School Board,McLoud School Board,2025-04-01,Contested,1.5800000000,Lost General,237.0000000000,491.0000000000
28682091375,Illinois,CITY,City Council,Pekin City Council,2025-04-01,Contested,2.3000000000,Lost General,908.0000000000,8512.0000000000
29356149381,Wisconsin,CITY,Town Council,Suring Village Board,2025-04-01,Contested,5.0000000000,Won General,null,null
29394664822,Wisconsin,CITY,City Council,Milton City Council,2025-04-01,Contested,0.9500000000,Won General,1211.0000000000,4373.0000000000
28808218974,Illinois,CITY,Town Council,Round Lake Park Village Council,2025-04-01,Contested,1.6400000000,Won General,802.0000000000,3567.0000000000
28110953645,Illinois,CITY,Mayor,Waukegan City Mayor,2025-04-01,Contested,1.0100000000,Lost General,871.0000000000,6784.0000000000
30055837305,Illinois,LOCAL,Other,Warren-Newport Public Library District Board,2025-04-01,Contested,2.1700000000,Won General,2230.0000000000,14185.0000000000
31651390339,Ohio,CITY,City Council,Harrison City Council,2025-11-04,UnContested,0.8500000000,Not on Ballot,null,null
31353639242,Wisconsin,LOCAL,Town Council,Waupaca County: Dayton Town Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29664663620,Illinois,LOCAL,Utilities Commissioner,Long Grove Park District Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
30249889837,Wisconsin,LOCAL,Town Council,Jefferson County: Lake Mills Town Board - Seat 1,2025-04-01,UnContested,4.9900000000,Won General,null,null
34285382928,Washington,CITY,City Council,Lynnwood City Council - Position 3,2025-11-04,Contested,1.0300000000,Won General,4266.0000000000,8147.0000000000
30777812633,Wisconsin,CITY,City Council,Watertown City Council - District 3,2025-04-01,Contested,1.8300000000,Lost General,426.0000000000,918.0000000000
34741755170,Texas,LOCAL,School Board,Red Lick Independent School Board,2025-11-04,UnContested,3.6500000000,Lost General,109.0000000000,263.0000000000
34731066965,Washington,CITY,City Council,Metaline Falls City Council - Position 4,2025-11-04,UnContested,4.9900000000,Won General,null,null
28965318976,Illinois,LOCAL,Town Council,McLean County: Funks Grove Township Supervisor,2025-04-01,UnContested,4.9900000000,Won General,null,null
28506449709,Illinois,CITY,Town Council,Longview Village Board,2025-04-01,Contested,3.6900000000,Won General,null,null
35426877048,Pennsylvania,CITY,Mayor,Cooperstown Borough Mayor,2025-11-04,UnContested,0.3200000000,Won General,null,null
31263086517,Illinois,LOCAL,Other,Carroll County: Wysox Township Highway Commissioner,2025-04-01,UnContested,5.0000000000,Won General,null,null
30896335497,Illinois,CITY,Town Council,Lake Zurich Village Board,2025-04-01,UnContested,4.9900000000,Won General,null,null
29194361639,Illinois,CITY,City Council,Belleville City Council - Ward 4,2025-04-01,UnContested,5.0000000000,Won General,null,null
31386259123,Wisconsin,LOCAL,City Council,Waupaca County: Larrabee Town Chair,2025-04-01,UnContested,5.0000000000,Won General,null,null
34898524329,Iowa,LOCAL,School Board,Brooklyn-Guernsey-Malcom School Board,2025-11-04,UnContested,4.1800000000,Won General,263.0000000000,920.0000000000
31251047504,Illinois,CITY,Mayor,Waterman Village President,2025-04-01,Contested,3.6000000000,Lost General,130.0000000000,366.0000000000
31386255435,Illinois,LOCAL,Town Council,Carroll County: Elkhorn Grove Township Supervisor,2025-04-01,UnContested,5.0000000000,Won General,null,null
28315220826,Oklahoma,LOCAL,School Board,Anderson Elementary School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29743981596,Wisconsin,LOCAL,School Board,East Troy School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
30785674288,Illinois,LOCAL,Other,Sherman Public Library Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29343933307,Oklahoma,CITY,City Council,City Council,2025-04-01,UnContested,4.9900000000,Lost General,null,null
28682142843,Oklahoma,LOCAL,School Board,Cement School Board,2025-04-01,Contested,2.5000000000,Lost General,19.0000000000,63.0000000000
30316118105,Illinois,LOCAL,Town Council,Kendall County: Little Rock Township Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
35414996059,Pennsylvania,CITY,City Council,Railroad Borough Council,2025-11-04,UnContested,1.6000000000,Won General,null,null
28004701015,Illinois,LOCAL,School Board,Edwardsville 7 School Board,2025-04-01,Contested,1.0800000000,Won General,3844.0000000000,17227.0000000000
29703233959,Wisconsin,CITY,Clerk/Treasurer,Town Chair,2025-04-01,UnContested,5.0000000000,Won General,null,null
29178592344,Illinois,LOCAL,Town Council,McLean County: Towanda Township Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
28363523099,Illinois,LOCAL,School Board,Morris School Board 101,2025-04-01,Contested,2.1000000000,Lost General,826.0000000000,8745.0000000000
32115564947,Texas,CITY,City Council,"Rockdale City Council - East Ward, Place 2",2025-05-03,UnContested,5.0000000000,Won General,null,null
35299112360,Washington,CITY,City Council,Shelton City Council - Position 6,2025-11-04,Contested,1.0800000000,Lost General,null,null
31300658312,Wisconsin,LOCAL,Town Council,St. Croix County: Glenwood Town Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29910200153,Illinois,LOCAL,School Board,Saratoga School Board 60C,2025-04-01,Contested,2.8700000000,Won General,565.0000000000,2945.0000000000
31516045971,Wisconsin,CITY,City Council,Stoughton City Council - District 1,2025-04-01,UnContested,5.0000000000,Won General,null,null
35199178907,Alabama,CITY,Mayor,Cherokee City Mayor,2025-08-26,UnContested,2.1600000000,Lost General,32.0000000000,194.0000000000
34668414739,Ohio,LOCAL,School Board,Southern Local School Board (Perry County),2025-11-04,UnContested,2.8800000000,Won General,null,1558.0000000000
28679654745,Illinois,LOCAL,Utilities Commissioner,McLean County: Dale Township Highway Commissioner,2025-04-01,UnContested,5.0000000000,Won General,null,null
31518492759,Wisconsin,CITY,City Council,New London City Council - District 4,2025-04-01,Contested,3.6500000000,Won General,295.0000000000,425.0000000000
31846930850,Texas,LOCAL,School Board,Sundown Independent School Board,2025-05-03,UnContested,4.0000000000,Won General,null,null
30251615121,Wisconsin,CITY,City Council,Madison City Council - District 10,2025-04-01,Contested,2.5100000000,Lost General,1655.0000000000,3451.0000000000
32796182628,Oregon,LOCAL,Other,Depoe Bay Rural Fire Protection District Board - Position 2,2025-05-20,UnContested,4.9900000000,Won General,null,null
29349127431,Illinois,LOCAL,Town Council,Lake County: Libertyville Township Assessor,2025-04-01,UnContested,5.0000000000,Won General,null,null
28796320595,Illinois,LOCAL,Town Council,Kane County: Elgin Township Council,2025-04-01,Contested,1.3400000000,Lost General,3114.0000000000,33040.0000000000
30763119438,Illinois,CITY,Town Council,Adeline Village Council,2025-04-01,UnContested,5.0000000000,Won General,null,null
29805903895,Illinois,LOCAL,School Board,Tri-City 1 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
30197952386,Wisconsin,LOCAL,Town Council,Brown County: Holland Town Board,2025-04-01,Contested,1.9500000000,Lost General,235.0000000000,1237.0000000000
31950793049,New York,LOCAL,School Board,East Hampton School Board,2025-05-20,UnContested,5.0000000000,Won General,278.0000000000,814.0000000000
33938315433,Washington,CITY,City Council,Port Townsend City Council - Position 5,2025-11-04,UnContested,1.9800000000,Won General,null,null
28520240384,Oklahoma,LOCAL,School Board,Ringling School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
34630396694,Pennsylvania,LOCAL,Town Council,Centre County: Taylor Township Supervisor,2025-11-04,UnContested,0.5500000000,Won General,null,null
34504486663,Iowa,LOCAL,School Board,Forest City Community School Board - District 1,2025-11-04,Contested,2.4000000000,Won General,null,null
29857159286,Illinois,LOCAL,Clerk/Treasurer,St. Clair County: O'Fallon Township Clerk,2025-04-01,Contested,1.8400000000,Lost General,529.0000000000,2508.0000000000
30754523434,Illinois,Local,Town Council,Township Supervisor ,2025-04-01,UnContested,4.9900000000,Won General,null,null
31367820217,Oklahoma,CITY,City Council,Harrah City Council - Ward 1,2025-04-01,Contested,1.4800000000,Lost General,12.0000000000,44.0000000000
28365985402,Oklahoma,LOCAL,School Board,Moffett Elementary School Board,2025-04-01,Contested,1.7400000000,Won General,13.0000000000,20.0000000000
33894480712,Ohio,LOCAL,School Board,Meigs Local School Board,2025-11-04,UnContested,2.8800000000,Won General,null,null
28767692715,Oklahoma,LOCAL,School Board,Blair School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29559669314,Illinois,CITY,Mayor,Bloomington City Mayor,2025-04-01,Contested,1.0100000000,Lost General,5525.0000000000,16567.0000000000
34295619353,Ohio,LOCAL,School Board,Vanlue Local School Board,2025-11-04,UnContested,2.8800000000,Won General,115.0000000000,450.0000000000
35051872428,Ohio,CITY,City Council,Grandview Heights City Council,2025-11-04,UnContested,2.6000000000,Won General,null,null
29361652076,Wisconsin,CITY,Town Council,Town Board,2025-04-01,UnContested,3.8400000000,Won General,null,null
28925922674,Illinois,LOCAL,Utilities Commissioner,McLean County: Towanda Township Highway Commissioner,2025-04-01,UnContested,4.9800000000,Won General,null,null
34522062216,Ohio,CITY,City Council,Willoughby City Council - At Large,2025-11-04,UnContested,2.1200000000,Won General,null,null
29291609600,Illinois,Local,School Board,North Chicago School Board Member,2025-04-01,UnContested,3.5800000000,Won General,null,null
29538253962,Illinois,LOCAL,School Board,Iroquois West 10 School Board,2025-04-01,Contested,5.0000000000,Won General,null,null
28158781804,Illinois,LOCAL,School Board,Franklin Park 84 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
33264123263,Oregon,LOCAL,Other,Miles Crossing Sanitary Sewer District Board - Position 4,2025-05-20,UnContested,5.0000000000,Won General,89.0000000000,89.0000000000
29563307331,Illinois,LOCAL,Utilities Commissioner,Bloomingdale Park District Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
34746104589,Ohio,LOCAL,Town Council,Athens County: Dover Township Trustee,2025-11-04,UnContested,3.0600000000,Won General,null,null
35661371141,Ohio,TOWNSHIP,Town Council,Perry County: Monday Creek Township Trustee,2025-11-04,UnContested,1.4900000000,Not on Ballot,null,null
31030367105,Illinois,LOCAL,School Board,Flossmoor 161 School Board,2025-04-01,Contested,1.5200000000,Lost General,1895.0000000000,15281.0000000000
31202937442,Illinois,LOCAL,Other,Lee County: South Dixon Township Highway Commission,2025-04-01,UnContested,5.0000000000,Won General,null,null
31032600337,Wisconsin,LOCAL,Clerk/Treasurer,Rock County: Newark Town Clerk,2025-04-01,UnContested,5.0000000000,Won General,null,null
30541262771,Wisconsin,LOCAL,Clerk/Treasurer,Outagamie County: Freedom Town Chair,2025-04-01,Contested,3.6000000000,Won General,1527.0000000000,2217.0000000000
29969633897,Wisconsin,LOCAL,Clerk/Treasurer,Dodge County: Elba Town Clerk,2025-04-01,UnContested,5.0000000000,Won General,null,null
31195332481,Illinois,LOCAL,Other,Carroll Township Fire Protection District Board,2025-04-01,UnContested,4.9900000000,Won General,null,null
35146804250,Washington,CITY,Mayor,Friday Harbor Town Mayor,2025-11-04,Contested,0.9300000000,Won General,null,null
28277160285,Illinois,LOCAL,School Board,Crystal Lake 47 School Board,2025-04-01,Contested,1.2600000000,Won General,2391.0000000000,18914.0000000000
29736835107,Illinois,CITY,Town Council,Olympia Fields Village Council,2025-04-01,Contested,1.6400000000,Lost General,650.0000000000,3760.0000000000
31443457385,Illinois,LOCAL,Other,Helen M. Plum Memorial Public Library District Board,2025-04-01,Contested,1.1300000000,Lost General,1536.0000000000,27173.0000000000
30303495450,Wisconsin,LOCAL,School Board,Mukwonago Area School Board - At Large,2025-04-01,Contested,1.8500000000,Lost General,4258.0000000000,20701.0000000000
19605680820,Wisconsin,COUNTY,County Supervisor,Milwaukee County Board of Supervisors - District 18,2026-04-07,UnContested,1.9900000000,Lost General,4331.0000000000,22856.0000000000
29677543275,Illinois,LOCAL,School Board,Oak Park and River Forest 200 School Board,2025-04-01,Contested,3.8700000000,Won General,8450.0000000000,35333.0000000000
29670336655,Illinois,CITY,Town Council,Glendale Heights Village Board - District 2,2025-04-01,Contested,0.9800000000,Lost General,184.0000000000,638.0000000000
31927150598,Texas,CITY,City Council,Fort Worth City Council - District 9,2025-05-03,Contested,0.9400000000,Lost General,1512.0000000000,5052.0000000000
29601165184,Florida,CITY,City Council,Lake Worth Beach City Commission - District 2,2025-03-11,Contested,2.6100000000,Lost General,215.0000000000,802.0000000000
28176594740,Illinois,LOCAL,School Board,Thornton 154 School Board,2025-04-01,Contested,1.5200000000,Lost General,1708.0000000000,35867.0000000000
28278222444,Florida,CITY,City Council,Palm Beach Gardens City Council - Group 2,2025-03-11,Contested,3.3500000000,Won General,4202.0000000000,4933.0000000000
35394856871,Virginia,LOCAL,School Board,Charlotte County School Board - Keysville,2025-11-04,UnContested,3.7100000000,Won General,null,null
31518525991,Wisconsin,LOCAL,Clerk/Treasurer,Fond du Lac County: Alto Town Clerk/Treasurer,2025-04-01,UnContested,5.0000000000,Won General,null,null
28252844837,Illinois,LOCAL,School Board,Sunnybrook 171 School Board,2025-04-01,Contested,1.2600000000,Won General,593.0000000000,3429.0000000000
33511564148,Pennsylvania,LOCAL,Town Council,Lebanon County: Swatara Township Supervisor,2025-11-04,Contested,1.8500000000,Not on Ballot,null,null
29560926293,Wisconsin,LOCAL,Clerk/Treasurer,Oconto County: Underhill Town Clerk,2025-04-01,UnContested,4.9900000000,Won General,null,null
28954213204,Illinois,LOCAL,School Board,El Paso-Gridley 11 School Board,2025-04-01,Contested,2.6900000000,Won General,891.0000000000,2899.0000000000
28942273361,Illinois,CITY,Town Council,Bloomingdale Village Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
28945472820,Illinois,Local,School Board,Buffalo School Board ,2025-04-01,UnContested,5.0000000000,Won General,null,null
28353684491,Illinois,LOCAL,School Board,Community High School 155 School Board,2025-04-01,Contested,2.4200000000,Lost General,3925.0000000000,29487.0000000000
34348854846,Iowa,LOCAL,School Board,Newton Community School Board,2025-11-04,UnContested,4.1800000000,Won General,null,null
28868629010,Illinois,LOCAL,School Board,Oglesby 125 School Board,2025-04-01,UnContested,4.9900000000,Won General,null,null
30479190584,Illinois,LOCAL,School Board,Calumet City 155 School Board,2025-04-01,Contested,1.5200000000,Won General,2416.0000000000,8987.0000000000
30792026494,Wisconsin,Local,City Council,City council,2025-04-01,UnContested,4.9900000000,Won General,null,null
29342877866,Illinois,LOCAL,School Board,Crete-Monee 201U School Board - District 3,2025-04-01,UnContested,2.7900000000,Lost General,122.0000000000,298.0000000000
33792551212,Washington,LOCAL,School Board,Creston District 73 School Board - Position 5 (At Large),2025-11-04,UnContested,4.9900000000,Won General,null,null
31374998394,Wisconsin,LOCAL,School Board,Sheboygan Area School Board - Inside City,2025-04-01,Contested,3.7400000000,Lost General,7794.0000000000,19364.0000000000
28176284788,Illinois,LOCAL,School Board,Oswego Community 308 School Board,2025-04-01,Contested,1.2600000000,Won General,4104.0000000000,29800.0000000000
29720869399,Illinois,LOCAL,Clerk/Treasurer,St. Clair County: Centreville Township Clerk,2025-04-01,UnContested,5.0000000000,Won General,null,null
29634337634,Illinois,LOCAL,Town Council,Christian County: Mount Auburn Township Council,2025-04-01,Contested,2.8000000000,Won General,56.0000000000,198.0000000000
34891555404,Georgia,LOCAL,School Board,Commerce City School Board - District 1,2025-11-04,UnContested,3.4900000000,Not on Ballot,null,null
23657591427,Virginia,LOCAL,School Board,Grayson County School Board - Wilson,2025-11-04,UnContested,3.7100000000,Won General,1339.0000000000,1375.0000000000
31204871461,Illinois,CITY,City Council,Taylorville City Council - Ward 3,2025-04-01,UnContested,5.0000000000,Won General,null,null
31169435286,Illinois,LOCAL,Other,Westchester Village Library Board,2025-04-01,Contested,4.3500000000,Won General,1676.0000000000,6655.0000000000
29758775065,Oklahoma,LOCAL,School Board,Yukon School Board,2025-04-01,Contested,1.5800000000,Won General,1223.0000000000,1881.0000000000
27997042182,Illinois,LOCAL,School Board,Benjamin 25 School Board,2025-04-01,Contested,2.6900000000,Lost General,574.0000000000,3248.0000000000
36901054558,Idaho,LOCAL,School Board,Lapwai School Board - Zone 1,2025-11-04,Contested,2.6400000000,Won General,null,null
30449449252,Illinois,Local,School Board,board of education,2025-04-01,UnContested,4.9900000000,Won General,null,null
29357668509,Wisconsin,CITY,City Council,Janesville City Council,2025-04-01,Contested,1.7300000000,Lost General,5541.0000000000,54235.0000000000
29634245999,Illinois,LOCAL,Town Council,Kane County: Big Rock Township Supervisor,2025-04-01,UnContested,4.9900000000,Won General,null,null
28511142972,Illinois,LOCAL,School Board,Gavin 37 School Board,2025-04-01,Contested,5.0000000000,Won General,null,null
37315267871,New York,TOWNSHIP,School Board,Palatine Town Highway Superintendent,2025-11-04,Contested,3.3700000000,Lost General,8635.0000000000,47773.0000000000
30685947203,Illinois,LOCAL,School Board,Prophetstown-Lyndon-Tampico 3 School Board,2025-04-01,Contested,2.6900000000,Lost General,487.0000000000,2867.0000000000
30350854165,Wisconsin,LOCAL,School Board,Neenah Joint School Board,2025-04-01,Contested,2.6100000000,Lost General,5227.0000000000,34446.0000000000
35055218336,Pennsylvania,LOCAL,School Board,Austin Area School Board - Region 3 (Portage and Wharton Townships),2025-11-04,UnContested,1.4200000000,Won General,null,null
28153516471,Illinois,LOCAL,School Board,Dolton 149 School Board,2025-04-01,Contested,1.2600000000,Lost General,458.0000000000,8987.0000000000
31096277417,Wisconsin,LOCAL,School Board,Hustisford School Board - At Large,2025-04-01,UnContested,5.0000000000,Won General,null,null
29506831406,Illinois,LOCAL,School Board,Edwardsville 7 School Board,2025-04-01,Contested,3.0000000000,Won General,4155.0000000000,17227.0000000000
34168635192,Washington,CITY,City Council,Mill Creek City Council - Position 1,2025-11-04,UnContested,4.9900000000,Won General,null,null
29184944551,Illinois,CITY,Town Council,Lake Villa Village Council,2025-04-01,Contested,2.2400000000,Lost General,1377.0000000000,12699.0000000000
30684369577,Illinois,LOCAL,Utilities Commissioner,Fremont Public Library District Board,2025-04-01,Contested,3.5800000000,Lost General,1706.0000000000,11251.0000000000
32862776473,Oregon,LOCAL,Other,Upper Chetco Rural Fire Protection District Board - Position 5,2025-05-20,UnContested,3.6800000000,Won General,null,null
34929193806,Alabama,CITY,City Council,Birmingham City Council - District 5,2025-08-26,UnContested,1.9300000000,Not on Ballot,null,null
31278384435,Illinois,LOCAL,Other,Orland Fire Protection District Board,2025-04-01,Contested,1.3100000000,Lost General,4490.0000000000,27108.0000000000
29294787230,Oklahoma,CITY,City Council,Warr Acres City Council - Ward 3,2025-04-01,UnContested,4.9800000000,Won General,null,null
31993985707,Texas,LOCAL,School Board,Vega Independent School Board,2025-05-03,UnContested,4.0000000000,Not on Ballot,null,null
28601172242,Illinois,LOCAL,School Board,Plainfield 202 School Board,2025-04-01,UnContested,4.3200000000,Won General,null,null
22625525899,Georgia,CITY,City Council,"Atlanta City Council - Post 3, At Large",2025-11-04,Contested,0.5000000000,Not on Ballot,null,null
27987987756,Illinois,CITY,Town Council,Minooka Village Council,2025-04-01,Contested,1.0400000000,Won General,436.0000000000,2323.0000000000
31185408546,Illinois,CITY,Clerk/Treasurer,Lyons Village Council,2025-04-01,UnContested,5.0000000000,Won General,null,null
28361675675,Illinois,LOCAL,School Board,Lake Forest 67 School Board,2025-04-01,UnContested,3.5800000000,Won General,null,null
29505757982,Illinois,LOCAL,Town Council,LaSalle County: Wallace Township Supervisor,2025-04-01,UnContested,5.0000000000,Won General,null,null
31390436908,Wisconsin,LOCAL,City Council,Kenosha County: Brighton Town Chair,2025-04-01,UnContested,5.0000000000,Won General,null,null
31509935505,Pennsylvania,STATE,Judge,Pennsylvania Court of Common Pleas Judge - District 38 (Montgomery County),2025-11-04,UnContested,0.5400000000,Won General,null,null
30959770019,Illinois,CITY,Town Council,Flossmoor Village Council,2025-04-01,Contested,1.3700000000,Lost General,556.0000000000,8189.0000000000
30536171620,Illinois,LOCAL,School Board,Naperville Community Unit School Board 203,2025-04-01,Contested,4.3200000000,Won General,9227.0000000000,45126.0000000000
35019234826,Ohio,LOCAL,School Board,Grandview Heights City School Board,2025-11-04,UnContested,2.8800000000,Won General,null,null
30457036804,Illinois,CITY,Town Council,Swansea Village Council,2025-04-01,Contested,3.6300000000,Lost General,853.0000000000,5456.0000000000
29509466795,Illinois,REGIONAL,School Board,Kaneland School District 302,2025-04-01,Contested,4.3200000000,Lost General,2302.0000000000,11876.0000000000
31398940519,Illinois,LOCAL,School Board,Murphysboro 186 School Board - Remaining Congressional Townships,2025-04-01,Contested,1.2000000000,Lost General,185.0000000000,832.0000000000
28303721399,Oklahoma,LOCAL,School Board,Commerce School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
34869164592,Washington,LOCAL,School Board,South Whidbey District 206 School Board - Position 2,2025-11-04,UnContested,2.6700000000,Won General,null,null
28240209589,Illinois,CITY,City Council,Batavia City Council - Ward 5,2025-04-01,UnContested,5.0000000000,Won General,null,null
28178112516,Illinois,LOCAL,School Board,Indian Springs 109 School Board,2025-04-01,Contested,2.6900000000,Won General,884.0000000000,3724.0000000000
27989457327,Illinois,LOCAL,School Board,Steeleville 138 School Board,2025-04-01,Contested,4.3200000000,Won General,118.0000000000,537.0000000000
29258069256,Illinois,LOCAL,Utilities Commissioner,East Dundee & Countryside Fire District Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
37492337247,Massachusetts,CITY,City Council,Brockton City Council - At Large,2025-11-04,Contested,2.0200000000,Lost General,3521.0000000000,33560.0000000000
30681589820,Illinois,CITY,Mayor,LaSalle City Mayor,2025-04-01,Contested,1.3800000000,Lost General,107.0000000000,1802.0000000000
28927233634,Illinois,CITY,Town Council,Township Supervisor,2025-04-01,Contested,3.9100000000,Lost General,432.0000000000,1231.0000000000
29704649789,Illinois,CITY,Town Council,"Village of Wauconda, Trustee",2025-04-01,Contested,1.6400000000,Lost General,412.0000000000,4720.0000000000
28928794762,Illinois,LOCAL,Town Council,Champaign County: Rantoul Township Board,2025-04-01,Contested,2.9800000000,Won General,687.0000000000,3590.0000000000
30755762020,Illinois,LOCAL,School Board,Joliet Township 204 School Board,2025-04-01,Contested,2.6900000000,Lost General,4014.0000000000,16746.0000000000
29909295707,Wisconsin,CITY,City Council,La Crosse City Council - District 10,2025-04-01,Contested,1.6600000000,Won General,785.0000000000,1435.0000000000
29353279899,South Carolina,CITY,Town Council,Town Council,2025-04-01,Contested,3.6600000000,Won General,null,null
30303095049,Wisconsin,Local,School Board,school board,2025-04-01,Contested,5.0000000000,Lost General,1461.0000000000,9182.0000000000
33887884580,Ohio,LOCAL,School Board,Jackson City School Board,2025-11-04,UnContested,2.8800000000,Won General,null,null
28000401498,Illinois,LOCAL,School Board,Marengo 154 School Board,2025-04-01,Contested,1.5200000000,Lost General,467.0000000000,4334.0000000000
28939971404,Illinois,CITY,City Council,Evanston City Council - Ward 5,2025-04-01,Contested,3.7200000000,Won General,675.0000000000,889.0000000000
29289695553,Illinois,LOCAL,Utilities Commissioner,York Center Park District Board,2025-04-01,Contested,2.7600000000,Won General,374.0000000000,882.0000000000
29703644752,Illinois,CITY,City Council,Moline City Council - Ward 6,2025-04-01,UnContested,5.0000000000,Won General,null,null
