hubspot_id,state,office_level,office_type,candidate_office,election_date,is_uncontested,viability_score,general_election_result,general_votes_received,total_general_votes_cast
30770105918,Washington,CITY,City Council,Woodland City Council - Position 1,2025-11-04,Contested,2.3900000000,Won General,null,null
28920706105,Illinois,LOCAL,School Board,Huntley Community Consolidated 158 School Board,2025-04-01,Contested,1.2600000000,Lost General,2217.0000000000,16815.0000000000
29342877866,Illinois,LOCAL,School Board,Crete-Monee 201U School Board - District 3,2025-04-01,UnContested,2.7900000000,Lost General,122.0000000000,298.0000000000
28323917878,Oklahoma,LOCAL,School Board,Sallisaw School Board,2025-04-01,Contested,3.5800000000,Lost General,27.0000000000,87.0000000000
28166825089,Illinois,LOCAL,School Board,Harlem School District - 122,2025-04-01,Contested,0.8500000000,Won General,1589.0000000000,14841.0000000000
31024199174,Oklahoma,LOCAL,School Board,Eufaula School Board - District 5,2025-04-01,Contested,3.6100000000,Not on Ballot,null,null
30265884054,Wisconsin,STATE,Judge,Wisconsin Supreme Court Justice - Seat 2,2025-04-01,Contested,2.6700000000,Lost General,1063244.0000000000,2364372.0000000000
30910645347,Illinois,Local,Town Council,Village Board,2025-04-01,Contested,2.0300000000,Lost General,125.0000000000,858.0000000000
30679162550,Illinois,LOCAL,School Board,Bloomingdale 13 School Board,2025-04-01,Contested,4.3200000000,Won General,1277.0000000000,3904.0000000000
31272509514,Illinois,LOCAL,Town Council,DeKalb County: Paw Paw Township Council,2025-04-01,Contested,2.0300000000,Lost General,64.0000000000,552.0000000000
34363490730,Kansas,LOCAL,School Board,Hoisington USD 431 School Board,2025-11-04,UnContested,3.1100000000,Won General,null,null
30780196940,Wisconsin,LOCAL,School Board,Evansville Community School Board,2025-04-01,Contested,4.2800000000,Won General,2324.0000000000,8408.0000000000
33511564148,Pennsylvania,LOCAL,Town Council,Lebanon County: Swatara Township Supervisor,2025-11-04,Contested,1.8500000000,Not on Ballot,null,null
30308058134,Wisconsin,CITY,City Council,La Crosse City Council - District 7,2025-04-01,Contested,1.6600000000,Won General,750.0000000000,1451.0000000000
29969975329,Wisconsin,CITY,Town Council,Bloomington Village Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29205870881,Illinois,LOCAL,School Board,Gurnee 56 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
32399063617,Oregon,LOCAL,Other,Northern Wasco County Parks and Recreation District Board - Position 1,2025-05-20,UnContested,5.0000000000,Won General,null,null
36814288177,Michigan,CITY,County Supervisor,Lexington-Fayette Urban County Council - At Large,2025-11-04,UnContested,2.1200000000,Not on Ballot,null,17091.0000000000
34362527660,Kansas,LOCAL,School Board,Deerfield USD 216 School Board,2025-11-04,UnContested,3.1100000000,Won General,null,null
31910096438,New York,LOCAL,School Board,Baldwin Union Free School Board,2025-05-20,UnContested,5.0000000000,Won General,752.0000000000,1500.0000000000
28359824561,Illinois,LOCAL,Utilities Commissioner,Foss Park District Board,2025-04-01,Contested,5.0000000000,Won General,490.0000000000,1391.0000000000
35495593253,Ohio,CITY,Town Council,Green Camp Village Council,2025-11-04,UnContested,3.0700000000,Won General,null,null
28320338499,Oklahoma,COUNTY,County Supervisor,Okmulgee County Commission - District 1,2025-02-11,UnContested,1.5100000000,Not on Ballot,null,null
31294553188,Wisconsin,LOCAL,Town Council,Manitowoc County: Liberty Town Board - Seat 1,2025-04-01,UnContested,5.0000000000,Won General,null,null
29159950771,Illinois,LOCAL,Utilities Commissioner,Wilmette Public Library District Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
27987908866,Illinois,LOCAL,School Board,Steeleville 138 School Board,2025-04-01,Contested,2.6900000000,Won General,165.0000000000,537.0000000000
32136179070,Oregon,LOCAL,Other,Elgin Health District Board - Position 1,2025-05-20,UnContested,4.9900000000,Won General,null,null
30298620160,Wisconsin,CITY,Mayor,Footville Village President,2025-04-01,Contested,1.5300000000,Won General,185.0000000000,360.0000000000
31353639242,Wisconsin,LOCAL,Town Council,Waupaca County: Dayton Town Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
30451470164,Illinois,LOCAL,School Board,Northbrook/Glenview 30 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
31084419484,Wisconsin,Local,Other,Trustee,2025-04-01,UnContested,5.0000000000,Won General,null,null
28811117894,Illinois,CITY,Mayor,Island Lake Village Mayor,2025-04-01,Contested,1.0100000000,Lost General,247.0000000000,1387.0000000000
28671150402,Illinois,CITY,Mayor,Sawyerville Village President,2025-04-01,Contested,4.9700000000,Lost General,92.0000000000,138.0000000000
31265902918,Illinois,LOCAL,Other,Ogle County: Maryland Township Highway Commissioner,2025-04-01,UnContested,5.0000000000,Won General,null,null
30908165665,Wisconsin,Local,City Council,City council,2025-04-01,UnContested,4.9900000000,Won General,null,null
35148003083,Colorado,LOCAL,School Board,St. Vrain Valley School Board - District D,2025-11-04,UnContested,2.9700000000,Not on Ballot,null,null
28153291021,Oklahoma,LOCAL,School Board,Noble School Board - Office 5,2025-04-01,UnContested,5.0000000000,Won General,null,null
23297242427,Minnesota,CITY,Mayor,Lonsdale City Mayor,2026-11-03,Contested,0.9000000000,Lost General,951.0000000000,2497.0000000000
31443457385,Illinois,LOCAL,Other,Helen M. Plum Memorial Public Library District Board,2025-04-01,Contested,1.1300000000,Lost General,1536.0000000000,27173.0000000000
30205714022,Illinois,CITY,Town Council,Hartford Village Council,2025-04-01,Contested,3.0100000000,Won General,189.0000000000,766.0000000000
23760784502,Wisconsin,CITY,Mayor,Beaver Dam City Mayor,2025-04-01,UnContested,4.9800000000,Won General,3447.0000000000,7606.0000000000
23595112040,Missouri,LOCAL,City Council,Cape Girardeau 63 School Board,2026-04-07,UnContested,4.9900000000,Lost General,3839.0000000000,22655.0000000000
30425485860,Illinois,LOCAL,Town Council,Will County: Peotone Township Council,2025-04-01,UnContested,5.0000000000,Won General,null,null
30152340110,Illinois,CITY,City Council,McHenry City Council - Ward 1,2025-04-01,Contested,2.6700000000,Lost General,250.0000000000,520.0000000000
34510645104,Washington,LOCAL,School Board,Zillah District 205 School Board - District 1,2025-11-04,Contested,2.8600000000,Won General,null,null
31248842134,Illinois,LOCAL,Town Council,Will County: Wilton Township Council,2025-04-01,Contested,1.6000000000,Won General,98.0000000000,454.0000000000
29560189277,Illinois,Local,Town Council,Rockford Trustee,2025-04-01,Contested,3.6600000000,Lost General,1115.0000000000,9052.0000000000
31011041444,Wisconsin,CITY,City Council,Oconomowoc City Council - District 2,2025-04-01,Contested,1.6600000000,Won General,902.0000000000,1777.0000000000
30316437270,Wisconsin,LOCAL,School Board,Milwaukee Public School Board - District 7,2025-04-01,Contested,2.7100000000,Won General,12966.0000000000,20292.0000000000
28586685755,Illinois,LOCAL,School Board,Community Unit School District 300 School Board,2025-04-01,Contested,1.5200000000,Lost General,3686.0000000000,29480.0000000000
28004701015,Illinois,LOCAL,School Board,Edwardsville 7 School Board,2025-04-01,Contested,1.0800000000,Won General,3844.0000000000,17227.0000000000
31367820217,Oklahoma,CITY,City Council,Harrah City Council - Ward 1,2025-04-01,Contested,1.4800000000,Lost General,12.0000000000,44.0000000000
27936449078,California,CITY,City Council,Redondo Beach City Council - District 1,2025-03-04,Contested,2.4000000000,Won General,1313.0000000000,2517.0000000000
29558471003,Oklahoma,LOCAL,School Board,Bridge Creek School Board,2025-04-01,UnContested,3.6100000000,Won General,null,null
30745642146,Florida,LOCAL,Utilities Commissioner,Liberty Fire District Board - Seat 2,2025-04-01,Contested,4.9900000000,Won General,1480.0000000000,2325.0000000000
31518517261,Wisconsin,LOCAL,Town Council,St. Croix County: Baldwin Town Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
31025131647,Illinois,CITY,Mayor,Exeter Village Mayor,2025-04-01,UnContested,5.0000000000,Won General,null,null
28927701094,Illinois,LOCAL,Town Council,Champaign County: Ayers Township Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
30752604491,Wisconsin,COUNTY,Other,Winnebago County Executive,2025-04-01,Contested,3.7500000000,Lost General,27374.0000000000,58206.0000000000
28302644570,Illinois,LOCAL,Clerk/Treasurer,Lake County: Cuba Township Assessor,2025-04-01,UnContested,5.0000000000,Won General,null,null
28858882638,Illinois,Local,Town Council,Bunker Hill Library District Trustee,2025-04-02,Contested,4.9900000000,Won General,null,null
30435778588,Wisconsin,LOCAL,School Board,Fort Atkinson School Board,2025-04-01,Contested,2.6100000000,Lost General,2484.0000000000,8783.0000000000
31291222789,Wisconsin,CITY,Town Council,Bristol Village Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29319411616,Illinois,CITY,City Council,Peoria City Council - District 1,2025-04-01,Contested,1.7400000000,Lost General,550.0000000000,2266.0000000000
29371440299,Wisconsin,LOCAL,Town Council,Rock County: Center Town Board - Seat 1,2025-04-01,UnContested,5.0000000000,Won General,null,null
38057337955,Kansas,LOCAL,School Board,Chanute USD 413 School Board,2025-11-04,Contested,1.5300000000,Won General,null,null
31476730163,Illinois,CITY,Mayor,Milan Village President,2025-04-01,Contested,0.7500000000,Lost General,133.0000000000,948.0000000000
29805903895,Illinois,LOCAL,School Board,Tri-City 1 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
28648495724,Wisconsin,CITY,Mayor,Germantown Village President,2025-04-01,Contested,1.5300000000,Won General,5678.0000000000,9111.0000000000
28372442736,Oklahoma,LOCAL,School Board,Wilson School Board (Carter County),2025-04-01,Contested,3.5800000000,Lost General,39.0000000000,221.0000000000
28277766577,Florida,CITY,City Council,Gulfport City Council - Ward 2,2025-03-11,Contested,0.8300000000,Won General,1545.0000000000,2582.0000000000
29754651399,Wisconsin,LOCAL,Clerk/Treasurer,Waukesha County: Ottawa Town Supervisor,2025-04-01,Contested,3.6600000000,Lost General,479.0000000000,2604.0000000000
21295762094,Massachusetts,CITY,Town Council,Swansea Town Select Board,2025-04-14,UnContested,2.4400000000,Won General,425.0000000000,1061.0000000000
30149711668,Illinois,LOCAL,Other,Rock Valley 511 Community College Board,2025-04-01,Contested,1.9300000000,Lost General,7567.0000000000,47773.0000000000
29810237214,Wisconsin,CITY,City Council,Waukesha City Council - District 1,2025-04-01,UnContested,5.0000000000,Won General,null,null
29910200153,Illinois,LOCAL,School Board,Saratoga School Board 60C,2025-04-01,Contested,2.8700000000,Won General,565.0000000000,2945.0000000000
29506830976,Illinois,LOCAL,School Board,Washington High School 308,2025-04-01,UnContested,4.9900000000,Won General,null,null
30199338509,Wisconsin,CITY,City Council,Eau Claire City Council - At Large,2025-04-01,Contested,3.7100000000,Won General,13283.0000000000,74425.0000000000
31023881912,Wisconsin,LOCAL,Clerk/Treasurer,Manitowoc County: Liberty Town Board Treasurer,2025-04-01,UnContested,5.0000000000,Won General,null,null
28682142843,Oklahoma,LOCAL,School Board,Cement School Board,2025-04-01,Contested,2.5000000000,Lost General,19.0000000000,63.0000000000
27990900257,Illinois,LOCAL,School Board,Lockport Township 205 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
30775020714,Colorado,CITY,City Council,Colorado Springs City Council - District 3,2025-04-01,Contested,0.7200000000,Lost General,1975.0000000000,17219.0000000000
30138073898,Illinois,LOCAL,Utilities Commissioner,Williamsville 15 School Board,2025-04-01,UnContested,3.6300000000,Won General,null,null
30899645770,Illinois,CITY,Town Council,Beecher Village Council,2025-04-01,Contested,2.8300000000,Won General,305.0000000000,1237.0000000000
30745642242,Wisconsin,CITY,City Council,Superior City Council - District 6,2025-04-01,Contested,3.6500000000,Won General,347.0000000000,481.0000000000
31353674821,Wisconsin,LOCAL,Clerk/Treasurer,Waupaca County: Dupont Town Treasurer,2025-04-01,Contested,2.5200000000,Lost General,75.0000000000,284.0000000000
31269433481,Wisconsin,LOCAL,Clerk/Treasurer,Grant County: Wingville Town Treasurer,2025-04-01,UnContested,5.0000000000,Won General,null,null
29505901123,Illinois,LOCAL,School Board,Franklin Park 84 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
34931434821,Washington,CITY,City Council,Everett City Council - Position 4,2025-11-04,Contested,1.0300000000,Lost General,497.0000000000,1503.0000000000
31453494814,Wisconsin,CITY,City Council,Hudson City Council - District 6,2025-04-01,UnContested,5.0000000000,Won General,null,null
21873015430,Arizona,CITY,City Council,Tombstone City Council - Ward 4,2026-11-03,Contested,1.5900000000,Won General,124.0000000000,232.0000000000
29562766923,Illinois,LOCAL,School Board,Kendall County: Na-Au-Say Township Supervisor,2025-04-01,Contested,3.0000000000,Won General,476.0000000000,810.0000000000
34891555404,Georgia,LOCAL,School Board,Commerce City School Board - District 1,2025-11-04,UnContested,3.4900000000,Not on Ballot,null,null
30679522394,Illinois,LOCAL,School Board,East Coloma-Nelson 20 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
30762965545,Illinois,CITY,City Council,Elmhurst City Council - Ward 5,2025-04-01,Contested,1.7400000000,Lost General,596.0000000000,1446.0000000000
31429974651,Wisconsin,LOCAL,School Board,Baldwin-Woodville School Board,2025-04-01,Contested,2.6100000000,Won General,1725.0000000000,5121.0000000000
28240672671,Illinois,LOCAL,School Board,Keeneyville Elementary School Board 20,2025-04-01,Contested,4.3200000000,Won General,713.0000000000,2605.0000000000
30795450382,Colorado,Local,City Council,City council,2025-04-01,Contested,1.8800000000,Won General,2575.0000000000,11323.0000000000
28033273680,Illinois,CITY,Town Council,Minooka Village Council,2025-04-01,Contested,3.1300000000,Won General,542.0000000000,2323.0000000000
28717013281,Illinois,LOCAL,School Board,Frankfort 157-C School Board,2025-04-01,Contested,1.9300000000,Won General,1806.0000000000,11148.0000000000
31043430284,Illinois,CITY,Town Council,Algonquin Village Board,2025-04-01,Contested,5.0000000000,Won General,652.0000000000,2004.0000000000
30476759412,Illinois,CITY,Town Council,Royal Village Council,2025-04-01,UnContested,4.9800000000,Won General,null,null
31927626923,New York,LOCAL,School Board,Depew School Board,2025-05-20,UnContested,5.0000000000,Won General,239.0000000000,710.0000000000
35413804874,Pennsylvania,CITY,City Council,Coaldale Borough Council,2025-11-04,UnContested,1.6000000000,Not on Ballot,null,null
30697711015,Illinois,LOCAL,Other,Steger-South Chicago Heights Public Library District Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29094466846,Illinois,LOCAL,School Board,Sunnybrook 171 School Board,2025-04-01,Contested,1.2600000000,Won General,539.0000000000,3429.0000000000
28745487451,Illinois,LOCAL,School Board,Huntley Community Consolidated 158 School Board,2025-04-01,Contested,1.8500000000,Won General,2510.0000000000,4736.0000000000
30301174823,Wisconsin,CITY,City Council,Madison City Council - District 16,2025-04-01,Contested,1.0500000000,Won General,4077.0000000000,5501.0000000000
31403899672,Wisconsin,LOCAL,Clerk/Treasurer,Waupaca County: Wyoming Town Clerk,2025-04-01,UnContested,5.0000000000,Won General,null,null
31126200117,Wisconsin,LOCAL,School Board,Portage Community School Board - Portage City,2025-04-01,UnContested,5.0000000000,Won General,null,null
29813316204,Wisconsin,CITY,City Council,Oconomowoc City Council - District 1,2025-04-01,UnContested,5.0000000000,Won General,null,null
28274754415,Illinois,CITY,City Council,Geneva City Council - Ward 5,2025-04-01,Contested,1.9100000000,Lost General,158.0000000000,1372.0000000000
32143139852,Texas,CITY,City Council,Killeen City Council - District 4,2025-05-03,Contested,2.4000000000,Won General,330.0000000000,590.0000000000
29509636143,Illinois,CITY,City Council,LaSalle City Council - Ward 4,2025-04-01,Contested,1.7400000000,Lost General,211.0000000000,526.0000000000
31018236732,Illinois,LOCAL,Town Council,Kendall County: Fox Township Board,2025-04-01,Contested,2.5300000000,Lost General,278.0000000000,3106.0000000000
30303095049,Wisconsin,Local,School Board,school board,2025-04-01,Contested,5.0000000000,Lost General,1461.0000000000,9182.0000000000
31403899765,Wisconsin,CITY,Judge,Pleasant Prairie Village Municipal Judge,2025-04-01,UnContested,5.0000000000,Won General,null,null
28591446686,Illinois,CITY,Town Council,Elk Grove Village Board,2025-04-01,UnContested,4.9900000000,Won General,null,null
29747373327,Wisconsin,LOCAL,School Board,Muskego-Norway School Board,2025-04-01,Contested,2.6100000000,Won General,7413.0000000000,19767.0000000000
36051713414,Washington,CITY,City Council,Granger City Council - Position 1,2025-11-04,Contested,2.3900000000,Won General,null,null
28964749387,Illinois,CITY,City Council,Naperville City Council,2025-04-01,Contested,1.1700000000,Lost General,8424.0000000000,85405.0000000000
29754655260,Wisconsin,CITY,Town Council,Howard Village Board - Wards 15/16,2025-04-01,UnContested,5.0000000000,Won General,null,null
29951189591,Wisconsin,LOCAL,School Board,Stone Bank School Board,2025-04-01,Contested,4.2800000000,Won General,654.0000000000,2112.0000000000
31372279950,Illinois,CITY,Town Council,Mokena Village Board,2025-04-01,Contested,3.9600000000,Won General,1625.0000000000,6656.0000000000
31516045971,Wisconsin,CITY,City Council,Stoughton City Council - District 1,2025-04-01,UnContested,5.0000000000,Won General,null,null
28864079016,South Carolina,CITY,Town Council,Town Council,2025-03-11,UnContested,4.9900000000,Won General,null,null
31005591614,Illinois,CITY,City Council,Granite City Council - Ward 1,2025-04-01,Contested,1.1100000000,Lost General,138.0000000000,304.0000000000
28676039508,Illinois,CITY,Mayor,Sandwich City Mayor,2025-04-01,Contested,1.0100000000,Lost General,391.0000000000,1299.0000000000
31374998394,Wisconsin,LOCAL,School Board,Sheboygan Area School Board - Inside City,2025-04-01,Contested,3.7400000000,Lost General,7794.0000000000,19364.0000000000
30725476215,Illinois,CITY,Clerk/Treasurer,Machesney Park Village Clerk,2025-04-01,UnContested,4.9900000000,Won General,null,null
28320922699,Illinois,LOCAL,School Board,Sycamore 427 School Board,2025-04-01,Contested,1.9300000000,Won General,1446.0000000000,6713.0000000000
31457135020,Oklahoma,CITY,Town Council,Slaughterville Town Board,2025-04-01,Contested,1.7000000000,Won General,215.0000000000,307.0000000000
29200074081,Illinois,LOCAL,School Board,Harvey 152 School Board,2025-04-01,Contested,1.5200000000,Lost General,244.0000000000,2671.0000000000
30644241753,Illinois,CITY,Utilities Commissioner,Braidwood City Commission - Public Health and Safety,2025-04-01,Contested,3.2500000000,Lost General,289.0000000000,1253.0000000000
31172563003,Illinois,LOCAL,Town Council,Kankakee County: Yellowhead Township Council,2025-04-01,UnContested,5.0000000000,Won General,null,null
30745642246,Illinois,LOCAL,School Board,Community Consolidated 168 School Board,2025-04-01,Contested,3.5800000000,Lost General,317.0000000000,2188.0000000000
28670470476,Illinois,LOCAL,Utilities Commissioner,Zion-Benton Public Library District Board,2025-04-01,Contested,5.0000000000,Won General,null,null
31082886146,Wisconsin,LOCAL,Clerk/Treasurer,Dodge County: Portland Town Treasurer,2025-04-01,UnContested,5.0000000000,Won General,null,null
31132344234,Colorado,CITY,City Council,Durango City Council,2025-04-01,Contested,3.0500000000,Lost General,1218.0000000000,11323.0000000000
31508046459,Illinois,LOCAL,Other,Dunlap Public Library District Board,2025-04-01,Contested,1.5800000000,Lost General,342.0000000000,2408.0000000000
31209325195,Wisconsin,LOCAL,School Board,Lodi School Board,2025-04-01,Contested,2.6100000000,Lost General,1559.0000000000,24742.0000000000
34726974356,Ohio,LOCAL,Town Council,Allen County: Amanda Township Trustee,2025-11-04,UnContested,3.0600000000,Won General,null,null
33773563983,Ohio,LOCAL,Town Council,Hardin County: Dudley Township Trustee,2025-11-04,UnContested,3.0600000000,Not on Ballot,null,null
31042596769,Florida,CITY,City Council,Winter Haven City Commissioner,2025-11-04,Contested,4.9700000000,Runoff,1731.0000000000,4258.0000000000
33784301419,Washington,CITY,City Council,Oroville City Council - Position 2,2025-11-04,UnContested,4.9900000000,Won General,null,null
30207743523,Wisconsin,CITY,Mayor,Waukesha Village President,2025-04-01,UnContested,5.0000000000,Won General,null,null
30930075470,Illinois,CITY,Town Council,Glendale Heights Village Board - District 6,2025-04-01,Contested,1.2500000000,Lost General,106.0000000000,784.0000000000
31036486241,Illinois,LOCAL,Town Council,LaSalle County: Dimmick Township Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
27989824684,Illinois,LOCAL,School Board,Rantoul City Schools District 137 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
21966974778,Michigan,CITY,City Council,Flint City Council - Ward 3,2025-11-04,Contested,0.4900000000,Lost General,null,null
29704966562,Illinois,CITY,Town Council,"Village of Barrington, Trustee",2025-04-01,Contested,2.8300000000,Lost General,1113.0000000000,5416.0000000000
34105997745,Washington,CITY,City Council,Arlington City Council - Position 1,2025-11-04,Contested,2.7400000000,Won General,null,null
29358335357,Wisconsin,LOCAL,Clerk/Treasurer,Rock County: Newark Town Chair,2025-04-01,UnContested,5.0000000000,Won General,null,null
31167461675,Illinois,LOCAL,Town Council,Peoria County: Brimfield Township Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
35424553378,Washington,CITY,City Council,Snohomish City Council - Position 6,2025-11-04,Contested,0.9900000000,Won General,1309.0000000000,2380.0000000000
31202937442,Illinois,LOCAL,Other,Lee County: South Dixon Township Highway Commission,2025-04-01,UnContested,5.0000000000,Won General,null,null
28110953645,Illinois,CITY,Mayor,Waukegan City Mayor,2025-04-01,Contested,1.0100000000,Lost General,871.0000000000,6784.0000000000
31268971784,Illinois,CITY,Clerk/Treasurer,Elmwood City Clerk,2025-04-01,UnContested,5.0000000000,Won General,null,null
35056232194,Washington,LOCAL,Other,Port Angeles Port District Board - Position 1,2025-11-04,Contested,2.5300000000,Won General,null,null
28971517477,Illinois,CITY,City Council,LaSalle City Council - Ward 1,2025-04-01,Contested,3.7200000000,Won General,168.0000000000,249.0000000000
28168053170,Illinois,LOCAL,School Board,Donovan 3 School Board,2025-04-01,UnContested,4.9900000000,Won General,null,null
33897889619,Kansas,LOCAL,School Board,"Canton-Galva USD 419 School Board - District 1, Position 4",2025-11-04,UnContested,2.6300000000,Won General,null,null
31272524702,Illinois,LOCAL,Town Council,Macoupin County: Dorchester Township Supervisor,2025-04-01,UnContested,5.0000000000,Won General,null,null
28105301024,Illinois,LOCAL,Utilities Commissioner,Wilmette Public Library District Board,2025-04-01,UnContested,1.5800000000,Won General,null,null
28842657173,Illinois,LOCAL,School Board,Lake Zurich 95 School Board,2025-04-01,Contested,1.5200000000,Lost General,1855.0000000000,14680.0000000000
31208059542,Wisconsin,LOCAL,Town Council,Portage County: Eau Pleine Town Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
29665786442,Illinois,Local,School Board,Spring Grove Area School Board,2025-04-01,Contested,2.6900000000,Lost General,1887.0000000000,10482.0000000000
28129280418,Oklahoma,CITY,City Council,Del City Council - Ward 2,2025-04-01,UnContested,5.0000000000,Won General,null,null
31863638885,Oregon,LOCAL,Mayor,Winchester Bay Rural Fire Protection District Board - Position 5,2025-05-20,UnContested,5.0000000000,Won General,26.0000000000,28.0000000000
29172652439,Illinois,LOCAL,School Board,St. Joseph Community Consolidated School District 169 School Board,2025-04-01,Contested,2.6900000000,Won General,472.0000000000,2460.0000000000
31179066482,Illinois,CITY,Mayor,DeKalb City Mayor,2025-04-01,Contested,2.0000000000,Won General,2415.0000000000,4581.0000000000
31176005283,Illinois,CITY,Town Council,Shabbona Village Council,2025-04-01,Contested,1.9800000000,Won General,179.0000000000,307.0000000000
31256598685,Illinois,CITY,Mayor,Homer Village President,2025-04-01,UnContested,4.9900000000,Won General,null,null
28313507888,Illinois,LOCAL,School Board,Morris School Board 54,2025-04-01,UnContested,5.0000000000,Won General,null,null
32561265007,Texas,LOCAL,School Board,Iredell Independent School Board - Place 1,2025-05-03,UnContested,5.0000000000,Won General,null,null
33753121135,Ohio,LOCAL,Town Council,Logan County: Rushcreek Township Trustee,2025-11-04,UnContested,2.5800000000,Not on Ballot,null,null
28645050229,Wisconsin,LOCAL,School Board,Green Bay Area Public School Board,2025-04-01,Contested,1.2000000000,Lost General,15653.0000000000,92341.0000000000
28496954403,Oklahoma,LOCAL,School Board,Lone Wolf School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
31206658399,Illinois,CITY,Town Council,Steward Village Council,2025-04-01,UnContested,5.0000000000,Won General,null,null
25035586666,California,CITY,City Council,Huntington Beach City Council,2026-11-03,Contested,1.7300000000,Lost General,3213.0000000000,211025.0000000000
29637134931,Illinois,CITY,Town Council,Round Lake Beach Village Board,2025-04-01,Contested,3.9600000000,Lost General,419.0000000000,2903.0000000000
29514725271,Illinois,CITY,City Council,Pekin City Council,2025-04-01,Contested,1.4200000000,Won General,1639.0000000000,8512.0000000000
28282400881,Florida,CITY,Town Council,Loxahatchee Groves Town Council - Seat 2,2025-03-25,UnContested,5.0000000000,Won General,null,null
21800180021,Tennessee,Local,School Board,"Hardeman County School Board District 1, Position 1",2025-11-05,Contested,3.6800000000,Not on Ballot,null,null
33693542424,Ohio,LOCAL,Town Council,Ottawa County: Allen Township Trustee,2025-11-04,UnContested,3.0600000000,Lost General,385.0000000000,1621.0000000000
28994727431,Illinois,LOCAL,Utilities Commissioner,Winnetka-Northfield Public Library District Board,2025-04-01,UnContested,4.9900000000,Won General,null,null
42421244745,North Carolina,CITY,Town Council,Marvin Village Council,2025-11-04,Contested,2.7100000000,Won General,979.0000000000,4395.0000000000
32359290719,Texas,CITY,City Council,Ingram City Council - At Large,2025-05-03,UnContested,2.5600000000,Won General,null,null
30483433804,Illinois,Local,School Board,school board,2025-04-01,UnContested,4.9900000000,Won General,null,null
29776055136,Wisconsin,LOCAL,Clerk/Treasurer,Waukesha County: Genesee Town Supervisor/Chair,2025-04-01,Contested,2.5200000000,Won General,1741.0000000000,3246.0000000000
31020010016,Illinois,CITY,Town Council,South Roxana Village Council,2025-04-01,Contested,3.9100000000,Won General,206.0000000000,206.0000000000
31287891867,Illinois,CITY,Clerk/Treasurer,Northlake City Clerk,2025-04-01,UnContested,5.0000000000,Won General,null,null
34733379203,Ohio,LOCAL,Town Council,Erie County: Oxford Township Trustee,2025-11-04,UnContested,3.0600000000,Won General,null,null
31416762296,Wisconsin,CITY,Town Council,Slinger Village Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
31300180800,Wisconsin,LOCAL,City Council,Marathon County: Harrison Town Chair,2025-04-01,Contested,3.6000000000,Won General,97.0000000000,172.0000000000
30689500056,Illinois,LOCAL,School Board,Will County 92 School Board,2025-04-01,Contested,1.2600000000,Won General,610.0000000000,4761.0000000000
31018152121,Illinois,CITY,City Council,Galva City Council - Ward 3,2025-04-01,Contested,0.8300000000,Lost General,98.0000000000,246.0000000000
28108460957,Illinois,LOCAL,School Board,Channahon 17 School Board,2025-04-01,Contested,2.1000000000,Lost General,366.0000000000,3712.0000000000
28168042412,Illinois,CITY,Town Council,Elgin City Council,2025-04-01,Contested,3.3600000000,Lost General,2737.0000000000,33040.0000000000
30681432411,Illinois,LOCAL,School Board,Will County 92 School Board,2025-04-01,Contested,3.0000000000,Lost General,521.0000000000,4761.0000000000
29441083300,Wisconsin,CITY,City Council,Kaukauna City Council - District 2,2025-04-01,UnContested,5.0000000000,Won General,null,null
30895577414,Wisconsin,LOCAL,Clerk/Treasurer,Dane County: Perry Town Board - Seat 1,2025-04-01,UnContested,5.0000000000,Won General,null,null
35412069703,Washington,Local,School Board,School Board,2025-11-01,UnContested,1.7300000000,Won General,null,null
29746550825,Wisconsin,CITY,Mayor,Edgerton City Mayor,2025-04-01,UnContested,5.0000000000,Won General,null,null
30763119438,Illinois,CITY,Town Council,Adeline Village Council,2025-04-01,UnContested,5.0000000000,Won General,null,null
30755762020,Illinois,LOCAL,School Board,Joliet Township 204 School Board,2025-04-01,Contested,2.6900000000,Lost General,4014.0000000000,16746.0000000000
18754411400,North Carolina,CITY,City Council,,2024-11-05,Contested,0.9500000000,Lost General,48489.0000000000,342628.0000000000
28634623259,Illinois,LOCAL,School Board,Meridian 223 School Board,2025-04-01,UnContested,5.0000000000,Won General,null,null
34365977670,Washington,CITY,Town Council,Concrete Town Council - Position 5,2025-11-04,Contested,3.0000000000,Lost General,null,null
