candidate_id,candidate,date,race_id,race_name,candidate_party,votes,is_winner,election_type,is_uncontested,number_of_seats_in_election,total_number_of_ballots_in_race
217479,Todd Reckelberg,2025-04-01,187991,WI Manitowoc Common Council 10,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
215902,Kris Surbaugh,2025-04-01,186975,"WI Frederic School District, At-large",Nonpartisan,uncontested,Y,General Election,true,3,uncontested
255627,Dawn Seemann,2025-04-01,212772,IL Seneca Township Clerk (McHenry County),Independent,uncontested,Y,General Election,true,1,uncontested
130526,Jeff Burnett,2025-04-01,188659,WI Raymond Village Trustee 2,Nonpartisan,578,N,General Election,false,1,1600
429264,Josh Spilman,2025-11-04,413898,IA Mayor of Lone Tree,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
411604,Darren Moore,2025-11-04,406666,OH Ottawa Hills Village Council At-large,Nonpartisan,uncontested,Y,General Election,true,4,uncontested
247873,James Discipio,2025-04-01,208310,IL La Grange Park Village President,Independent,uncontested,Y,General Election,true,1,uncontested
262209,Janet Jones,2025-11-04,412029,GA Midway City Council At-large,Nonpartisan,221,Y,General Election,false,4,1809
390017,Starr Corley,2025-11-04,386288,SC Pelion Town Council At-large,Nonpartisan,99,Y,General Election,false,2,260
223521,Mandy Zemlicka,2025-04-01,194062,OK Calvin Public Schools school board Office 3 Special,Nonpartisan,6,N,Special Election General,false,1,69
290793,Rob Wotton,2025-11-04,415442,WA King County Council 3,Nonpartisan,22452,N,General Election,false,1,70596
218193,Beth Long,2025-04-01,188509,WI Verona Alderperson 4,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
143890,Christopher Weber,2025-03-11,110936,FL Sea Ranch Lakes Village Council At-large,Nonpartisan,51,N,General Election,false,3,397
411757,Chris Neff,2025-11-04,406730,OH Portsmouth City Council Ward 5,Nonpartisan,269,Y,General Election,false,1,430
414823,Andrew Jacobs,2025-11-04,408154,OH Wayne Township Trustee Board At-large (Warren County),Nonpartisan,1307,Y,General Election,false,2,3200
217552,Randy Sommerfeld,2025-04-01,188047,WI Menomonie Common Council 11,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
290103,Carson Sanderson,2025-11-04,367042,WA Northshore School District school board 1,Nonpartisan,24727,Y,General Election,false,1,36707
251210,Christopher Nelson,2025-04-01,210237,IL West Dundee Village President,Independent,uncontested,Y,General Election,true,1,uncontested
245194,Michael Ciavattone,2025-04-01,206770,IL Bellwood Village Trustee Board At-large,Other,1919,Y,General Election,false,3,8214
431836,Michael Oborn,2025-11-04,415309,ID Blackfoot City Mayor,Nonpartisan,263,N,General Election,false,1,1475
411740,Laurie LaPlante,2025-11-04,406718,OH Poland Village Council At-large,Nonpartisan,343,Y,General Election,false,4,1777
256530,Phillip Pugh,2025-04-01,213295,IL Philadelphia Township Trustee Board At-large (Cass County),Independent,uncontested,Y,General Election,true,4,uncontested
413539,Thomas Jeffers,2025-11-04,407570,OH Champion Township Trustee Board At-large (Trumbull County) Special,Nonpartisan,336,Y,Special Election General,false,1,696
247775,David Kelley Sr.,2025-04-01,208256,IL Kempton Village Trustee Board At-large,Independent,29,Y,General Election,false,3,101
410662,Anita Chaney,2025-11-04,406236,OH Jamestown Village Council At-large,Nonpartisan,uncontested,Y,General Election,true,4,uncontested
428229,Gerin Goldensoph,2025-11-04,413359,IA De Witt City Council Ward 2,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
411212,Darla Hicks,2025-11-04,406483,OH Morral Village Council At-large,Nonpartisan,52,Y,General Election,false,4,195
259672,Nicholas Thomas,2025-04-01,215138,IL Hanover Township Trustee Board At-large (Jo Daviess County),Independent,uncontested,Y,General Election,true,4,uncontested
223932,Curtis Hall,2025-04-01,194255,OK City of Hugo Councilmember Ward 4,Nonpartisan,128,N,General Election,false,1,354
248341,Steve Andreae,2025-04-01,208588,IL Mansfield Village Trustee Board At-large,Nonpartisan,116,Y,General Election,false,3,431
217047,Randy Werner,2025-04-01,187697,WI Edgar Village Trustee,Nonpartisan,uncontested,Y,General Election,true,3,uncontested
218427,Matthew Gehrke,2025-04-01,188679,WI Lisbon Village President,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
383746,Judd McCormack,2025-11-04,368642,KS St. George City Council,Nonpartisan,51,Y,General Election,false,3,203
378493,Isabel Mata,2025-11-04,365343,WA Lynnwood City Council Position 2,Nonpartisan,4255,Y,General Election,false,1,8280
220584,Tom Trepes,2025-04-01,190578,WI Clifton Town Board Chairperson (Monroe County),Nonpartisan,uncontested,Y,General Election,true,1,uncontested
287618,Paul Lobiondo,2025-11-04,369175,NJ Sea Bright Borough Council,Republican,399,N,General Election,false,2,1275
389899,Shameka Hamlin,2025-11-04,386239,SC Mayesville Town Council At-large,Nonpartisan,75,N,General Election,false,2,450
414368,Matthew McPheron,2025-11-04,407947,OH Bath Township Trustee Board At-large (Allen County),Nonpartisan,234,N,General Election,false,2,2694
723302,Maegan Lee,2025-11-04,553598,KS Lindsborg City Council Ward 4,Nonpartisan,12,N,General Election,false,1,238
261771,Sharon Karpiel,2025-04-01,216280,IL Bloomingdale Public Library Trustee Board At-large,Nonpartisan,1489,Y,General Election,false,4,6656
806455,Frankie Fritz,2025-11-04,593537,MD Greenbelt City Council,Nonpartisan,2052,Y,General Election,false,7,18052
408463,Jeffrey Ward,2025-11-04,406550,OH New Straitsville Village Council At-large,Nonpartisan,37,N,General Election,false,4,314
262337,Denise Ruby,2025-04-01,216514,IL Lake Villa Public Library District Trustee Board At-large,Nonpartisan,1838,Y,General Election,false,3,7028
270961,Rosa Campbell,2025-04-08,223000,FL City of Newberry Commissioner Board Group 5,Nonpartisan,510,N,General Election,false,1,1654
415586,Paul Schaefer,2025-11-04,408490,OH Liverpool Township Trustee Board At-large (Medina County),Nonpartisan,uncontested,Y,General Election,true,2,uncontested
286245,Nathaniel Church,2025-05-20,240414,OR North Lake Health District – Position 5,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
425044,Mitch Hall,2025-11-04,411605,GA Blackshear City Council 3,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
392569,Mary Malara,2025-11-04,387430,NY Harrison Mayor,Conservative,94,N,General Election,false,1,5958
284708,Debbie Hill,2025-05-06,239073,"MT Roberts Public School, At-large",Nonpartisan,uncontested,Y,General Election,true,2,uncontested
376540,Lauran Gordon,2025-11-04,363632,VA Madison School Board,Independent,3042,Y,General Election,false,3,10593
64941,Russell Montgomery,2025-04-01,190549,WI Waupaca Town Board Supervisor 1 (Waupaca County),Nonpartisan,223,Y,General Election,false,1,420
250610,Julie Kessel,2025-04-01,209886,IL Sublette Village Trustee Board At-large,Independent,uncontested,Y,General Election,true,3,uncontested
424852,Tanya Barnhill-Turnley,2025-11-04,411484,"GA Richmond County-Augusta Commission, Special 4",Nonpartisan,1992,N,Special Election General,false,1,5259
17130,Robert Cappucci,2025-09-09,295150,MA Boston Mayor,Nonpartisan,2074,N,Primary,false,2,92205
250173,James Lima II,2025-04-01,209645,IL Schiller Park Village Trustee Board At-large,Other,543,N,General Election,false,3,4248
217092,Jay Malliet,2025-04-01,187729,WI Embarrass Village Constable,Nonpartisan,uncontested,Y,General Election,true,1,uncontested
285822,Jeneé Pearce-Mushen,2025-05-20,240075,OR Cannon Beach RFP District – Position 4 Director (Clatsop Co.),Nonpartisan,uncontested,Y,General Election,true,1,uncontested
284044,Roy Mourot,2025-05-03,238628,TX Lawn City Council At-large,Nonpartisan,46,Y,General Election,false,2,99
382326,Monique Alton,2025-11-04,368150,NM Jemez Springs Village Council At-large,Nonpartisan,31,N,General Election,false,2,163
256614,Dana Werckle,2025-04-01,213344,IL Marion Township Trustee Board At-large (Ogle County),Independent,530,Y,General Election,false,4,2211
428006,Matthew McCubbin,2025-11-04,413239,IA Clare City Council At-large,Nonpartisan,uncontested,Y,General Election,true,5,uncontested
285976,Kathryn Thomas,2025-05-20,240191,"OR Port of Hood River Port Commissioner, Position 3",Nonpartisan,2679,Y,General Election,false,1,3603
220349,Alan Flansburgh,2025-04-01,190378,WI Bridgeport Town Board Supervisor (Crawford County),Nonpartisan,uncontested,Y,General Election,true,2,uncontested
431142,Sonali Sinha,2025-11-04,415186,NJ North Brunswick Board of Education,Nonpartisan,3959,Y,General Election,false,3,20418
408653,Katie Briggs,2025-11-04,405355,"OH Painesville City Local School District, At-large",Nonpartisan,116,N,General Election,false,2,1028
383353,Cristy Soria,2025-11-04,368511,KS USD 349 Stafford Board of Education,Nonpartisan,24,N,General Election,false,3,770
244751,Jason Schooley,2025-04-01,206518,IL Alma Village Trustee Board At-large Special,Nonpartisan,uncontested,Y,Special Election General,true,3,uncontested
143677,Pelin Kohn,2025-03-04,110780,VT Montpelier City Council 2,Nonpartisan,439,Y,General Election,false,1,874
