hubspot_id,state,office_level,office_type,candidate_office,election_date,viability_score,general_election_result,general_votes_received,total_general_votes_cast
22698230798,Kentucky,LOCAL,School Board,Barbourville School Board,2024-11-05,4.2300000000,Won General,458.0000000000,1606.0000000000
39527479881,New Mexico,LOCAL,School Board,Carlsbad School Board - District 1,2025-11-04,0.6600000000,Lost General,null,null
38969479293,Utah,CITY,City Council,South Jordan City Council - District 3,2025-11-04,0.9000000000,Lost General,1087.0000000000,2278.0000000000
32385963302,Oregon,LOCAL,School Board,Gaston 511J School Board - Position 3,2025-05-20,2.8500000000,Lost General,138.0000000000,435.0000000000
39584278645,South Carolina,CITY,Town Council,Lyman Town Council,2025-11-04,2.7000000000,Won General,289.0000000000,2270.0000000000
30039413933,Mississippi,CITY,City Council,Iuka City Council,2025-06-03,1.1100000000,Lost General,132.0000000000,1381.0000000000
37089092710,North Carolina,CITY,Town Council,Wrightsville Beach Town Council,2025-11-04,2.5300000000,Lost General,null,null
39413086239,Connecticut,null,Other,Board of Representatives,2025-11-04,null,Lost General,null,null
39271322989,Georgia,CITY,City Council,Conyers City Council - District 1,2025-11-04,1.6600000000,Won General,332.0000000000,332.0000000000
25114853192,Texas,LOCAL,Utilities Commissioner,"Montgomery County Hospital District Board - At Large, Position 1",2024-11-05,2.5900000000,Won General,111386.0000000000,208357.0000000000
42469972822,Ohio,CITY,Town Council,Athalia Village Council,2025-11-04,1.4900000000,Won General,null,null
39258660130,New York,CITY,City Council,Hudson City Council - Ward 3,2025-11-04,null,Won General,null,null
33601802299,Oregon,LOCAL,School Board,North Bend 13 School Board - Zone 5,2025-05-20,3.5600000000,Lost General,1836.0000000000,3754.0000000000
22856620841,California,LOCAL,School Board,Beverly Hills Unified School Board,2024-11-05,3.3500000000,Lost General,5763.0000000000,21179.0000000000
23521384731,Nebraska,REGIONAL,Utilities Commissioner,Nebraska Public Power District Board - Subdivision 5,2024-11-05,3.8100000000,Not on Ballot,null,null
37247467897,North Carolina,CITY,Mayor,Rockingham City Mayor,2025-11-04,1.3800000000,Lost General,null,null
37050115088,null,Local,null,null,null,null,Lost General,null,null
40342952375,Washington,CITY,City Council,Lake Forest Park City Council - Position 2,2025-11-04,null,Lost General,null,null
40442676151,Florida,CITY,City Council,Homestead City Council - Seat 1,2025-11-04,null,Won General,null,null
25187944747,Minnesota,CITY,City Council,Lismore City Council,2024-11-05,2.3800000000,Lost General,35.0000000000,195.0000000000
24997295937,California,LOCAL,School Board,Brentwood Union School Board,2024-11-05,4.9900000000,Won General,null,null
35156702300,Alabama,CITY,City Council,Fyffe City Council - District 1,2025-08-26,1.9300000000,Runoff,null,null
23938699108,Massachusetts,LOCAL,School Board,Andover School Committee,2025-03-25,2.2100000000,Won General,1485.0000000000,6005.0000000000
23248247298,Minnesota,LOCAL,School Board,Sibley East School Board,2024-11-05,4.6100000000,Won General,2064.0000000000,8012.0000000000
42028838035,Iowa,CITY,City Council,Guthrie Center City Council,2025-11-04,4.0200000000,Won General,null,null
22408200259,null,LOCAL,null,Tri-Valley Community 3 School Board,null,2.9200000000,Won General,508.0000000000,2824.0000000000
40829660590,Ohio,TOWNSHIP,Town Council,Greene County: Beavercreek Township Trustee,2025-11-04,1.4900000000,Won General,7837.0000000000,20614.0000000000
39242940218,Ohio,CITY,Town Council,Minerva Park Village Council,2025-11-04,4.2200000000,Won General,490.0000000000,1774.0000000000
39618840362,Idaho,CITY,City Council,Troy City Council,2025-11-04,1.3100000000,Lost General,null,339.0000000000
30735957134,New Jersey,CITY,Mayor,Jersey City Mayor,2025-11-04,1.7600000000,Lost General,2491.0000000000,64450.0000000000
40709011489,Iowa,LOCAL,School Board,Western Dubuque Community School Board - District 1,2025-11-04,2.4000000000,Lost General,null,null
34889623087,South Carolina,null,County Supervisor,County Council,2025-11-04,0.4100000000,Lost General,134.0000000000,7013.0000000000
39593955134,New Mexico,Local,School Board,Chama Valley School Board - At Large,2025-11-03,0.9200000000,Lost General,null,null
38896894093,Ohio,LOCAL,School Board,Amanda-Clearcreek Local School Board,2025-11-04,2.8800000000,Won General,null,null
35376975970,Washington,CITY,City Council,Kalama City Council - Position 2,2025-11-04,1.6200000000,Won General,263.0000000000,512.0000000000
31501338649,Wisconsin,LOCAL,Town Council,Columbia County: Fort Winnebago Town Board - Seat 2,2025-04-01,4.9900000000,Won General,null,null
40829660590,Ohio,TOWNSHIP,Town Council,Greene County: Beavercreek Township Trustee,2025-11-04,1.4900000000,Won General,7837.0000000000,20614.0000000000
23553737240,Minnesota,CITY,City Council,Waubun City Council,2024-11-05,5.0000000000,Won General,98.0000000000,208.0000000000
21979914509,Florida,LOCAL,Utilities Commissioner,Anastasia Mosquito Control District Board - Seat 3,2024-11-05,3.5100000000,Won General,94869.0000000000,142996.0000000000
39355031324,Massachusetts,LOCAL,School Board,Haverhill School Committee - At Large,2025-11-04,null,Won General,null,null
23623627794,Minnesota,CITY,City Council,Norwood Young America City Council,2024-11-05,2.9400000000,Lost General,315.0000000000,3453.0000000000
32613708412,Texas,CITY,City Council,Fairfield City Council - Place 4,2025-05-03,3.5000000000,Lost General,53.0000000000,280.0000000000
23221966456,Minnesota,CITY,City Council,Silver Lake City Council,2024-11-05,2.4100000000,Lost General,160.0000000000,639.0000000000
37475882287,Kansas,LOCAL,School Board,Eudora USD 491 School Board,2025-11-04,1.5300000000,Lost General,null,null
36802581260,Virginia,STATE,Other,Braddock Supervisor,2025-11-04,0.4600000000,Lost General,null,3419.0000000000
42691688196,Connecticut,LOCAL,null,Hampton School Board,2025-11-04,0.6800000000,Lost General,null,null
29389251185,Missouri,LOCAL,School Board,Ferguson-Florissant R-2 School Board,2025-04-08,1.3600000000,Lost General,1297.0000000000,12454.0000000000
37457297717,North Carolina,CITY,Town Council,Blowing Rock Town Council,2025-11-04,2.5300000000,Won General,null,null
35134519309,Michigan,CITY,City Council,Detroit City Council - District 5,2025-11-04,1.9300000000,Won General,null,null
35448083874,North Carolina,CITY,City Council,New Bern City Council - District 6,2025-11-04,2.2200000000,Lost General,null,null
22675959612,Colorado,Local,Utilities Commissioner,Regional Transportation District Board - District D,2024-11-05,null,Lost General,29834.0000000000,65408.0000000000
35499118848,Washington,LOCAL,School Board,Lake Washington District 414 School Board - District 4,2025-11-04,0.5800000000,Lost General,null,null
36550106370,Michigan,CITY,City Council,Pontiac City Council - District 1,2025-11-04,1.9300000000,Lost General,null,null
39041031054,Ohio,LOCAL,School Board,Independence Local School District Board,2025-11-04,2.8800000000,Won General,null,null
30542872335,Virginia,null,null,House delegate ,2025-06-07,null,Not on Ballot,null,null
32616347503,New York,LOCAL,null,Brookhaven Town Supervisor,2025-11-04,1.0900000000,Not on Ballot,null,null
31449708857,New York,LOCAL,School Board,Lindenhurst School Board,2025-05-20,4.9900000000,Won General,1093.0000000000,5430.0000000000
21424938510,Tennessee,CITY,City Council,Manchester City Council,2024-08-01,1.5500000000,Lost General,null,null
38510508379,Ohio,TOWNSHIP,Town Council,Holmes County: Knox Township Trustee,2025-11-04,3.0700000000,Lost General,null,null
21419758421,Tennessee,COUNTY,Other,Rutherford County Road Board - Zone 3,2024-08-01,5.0000000000,Won General,null,null
35699891208,Kansas,LOCAL,Other,Leavenworth City Waterworks Board,2025-11-04,1.4100000000,Lost General,null,null
39589526838,North Carolina,CITY,Town Council,Pink Hill Town Council,2025-11-04,null,Won General,null,null
23544970254,Minnesota,CITY,Mayor,Milroy City Mayor,2024-11-05,1.6800000000,Won General,69.0000000000,133.0000000000
25144267274,Nebraska,CITY,Town Council,Ceresco Village Board,2024-11-05,1.0400000000,Lost General,93.0000000000,1472.0000000000
22976528401,Michigan,CITY,City Council,Niles City Council - Ward 2,2024-11-05,2.4900000000,Won General,652.0000000000,1019.0000000000
41663116638,New York,COUNTY,County Supervisor,Westchester County Legislature - District 11,2025-11-04,0.8600000000,Lost General,null,null
34682580816,Ohio,CITY,City Council,Monroe City Council,2025-11-04,1.3400000000,Won General,null,null
36903507740,Alabama,CITY,City Council,Brighton City Council - Place 2,2025-08-26,1.9300000000,Lost General,null,null
37019292416,Massachusetts,CITY,City Council,Brockton City Council - Ward 3,2025-11-04,1.7700000000,Won General,null,null
31414358950,Illinois,CITY,Town Council,Tilden Village Council,2025-04-01,3.9600000000,Won General,65.0000000000,241.0000000000
31707005299,Missouri,CITY,City Council,Union City Council - Ward 3,2025-04-08,5.0000000000,Won General,206.0000000000,221.0000000000
38765545129,Ohio,LOCAL,School Board,Tallmadge City School Board,2025-11-04,1.4100000000,Won General,null,null
37346502455,Utah,CITY,Mayor,Clearfield City Mayor,2025-11-04,0.8200000000,Lost General,683.0000000000,2638.0000000000
30730300000,Texas,CITY,City Council,Frisco City Council - Place 2,2025-04-01,2.7900000000,Lost General,null,null
40413355376,New York,TOWNSHIP,Mayor,Olive Town Supervisor,2025-11-04,null,Not on Ballot,null,null
32571531140,Massachusetts,CITY,City Council,Select Board,2025-05-03,2.4400000000,Won General,2957.0000000000,5051.0000000000
37478895938,Ohio,LOCAL,null,Felicity-Franklin Local School Board,2025-11-04,1.4100000000,Won General,null,null
40783982477,Iowa,CITY,City Council,Kelley City Council,2025-11-04,null,Won General,null,null
40359172446,New York,TOWNSHIP,Town Council,Mamaroneck Town Council,2025-11-04,null,Lost General,null,null
22394178049,New Jersey,LOCAL,School Board,Cinnaminson Township School Board,2024-11-05,3.7900000000,Lost General,3525.0000000000,19212.0000000000
31651996330,Missouri,LOCAL,School Board,School Board,2025-04-08,4.2200000000,Won General,150.0000000000,443.0000000000
22987554603,South Carolina,LOCAL,School Board,Chester County School Board - District 2,2024-11-05,3.5800000000,Won General,1665.0000000000,1700.0000000000
35776431017,Washington,LOCAL,Other,Lincoln County Fire District 4 Board - Position 1,2025-11-04,2.7900000000,Won General,null,null
35672134415,Washington,CITY,City Council,Mukilteo City Council - Position 1,2025-11-04,0.9900000000,Won General,null,null
30265884054,Wisconsin,STATE,Judge,Wisconsin Supreme Court Justice - Seat 2,2025-04-01,2.6700000000,Lost General,1063244.0000000000,2364372.0000000000
35729762467,Washington,CITY,City Council,"Spokane City Council - District 3, Position 2",2025-11-04,1.0800000000,Not on Ballot,null,null
23939882509,California,LOCAL,School Board,Atascadero School Board,2024-11-05,4.2800000000,Lost General,4639.0000000000,26926.0000000000
36682799010,Kansas,CITY,City Council,Russell City Council - Ward 1,2025-11-04,0.9600000000,Won General,null,null
37412723853,Mississippi,null,Other,Rankin County Supervisor ,2025-11-04,1.3600000000,Lost General,436.0000000000,2756.0000000000
28404811355,Illinois,CITY,Town Council,Gurnee Village Board,2025-04-01,4.3800000000,Won General,2444.0000000000,8732.0000000000
23106563620,Minnesota,CITY,Mayor,Gaylord City Mayor,2024-11-05,1.6800000000,Lost General,297.0000000000,982.0000000000
22776657283,Minnesota,LOCAL,School Board,Tri-City United School Board,2024-11-05,5.0000000000,Won General,3980.0000000000,8647.0000000000
25143871321,California,CITY,School Board,ABC Unified School Board - District 4,2024-11-04,null,Won General,2637.0000000000,4826.0000000000
32261819264,Delaware,LOCAL,null,Brandywine School Board - District B,2025-05-13,1.1800000000,Lost General,659.0000000000,3361.0000000000
31082419047,Illinois,LOCAL,School Board,Rich Township 227 School Board,2025-04-01,1.0800000000,Lost General,2411.0000000000,25841.0000000000
40249202696,Connecticut,City,Town Council,Westport Town Meeting Representative - District 2,2025-11-04,null,Won General,null,null
36332208205,Alaska,LOCAL,null,"Lower Kuskokwim School Board - Section 3, Seat D",2025-10-07,2.2100000000,Not on Ballot,null,null
32189762130,Texas,CITY,City Council,Hickory Creek City Council - Place 5,2025-05-03,1.5000000000,Lost General,151.0000000000,783.0000000000
35498665122,South Carolina,CITY,null,Bluffton Town Council,2025-11-04,2.8900000000,Not on Ballot,null,null
35253856819,Washington,CITY,City Council,Prosser City Council - Position 3,2025-11-04,2.3900000000,Won General,null,null
34254129582,Washington,LOCAL,School Board,Cashmere District 222 School Board - District 4,2025-11-04,2.8600000000,Won General,null,null
39060427301,Texas,LOCAL,School Board,Los Fresnos Consolidated Independent School Board - Position 1,2025-11-04,3.6500000000,Won General,1639.0000000000,3138.0000000000
33370790922,New York,LOCAL,School Board,Windsor School Board,2025-05-20,2.1100000000,Won General,null,null
23192535377,South Carolina,LOCAL,School Board,Anderson 5 County School Board - At Large,2024-11-05,0.9600000000,Lost General,null,null
33369855522,New York,COUNTY,Mayor,Taghkanic Town Supervisor / Columbia County Supervisor,2025-11-04,2.4700000000,Won General,null,null
22489456748,Virginia,CITY,Town Council,Saltville Town Council,2024-11-05,3.1700000000,Not on Ballot,null,null
21544814187,Colorado,STATE,State House,Colorado House of Representatives - District 15,2024-11-05,0.1500000000,Lost General,0E-10,27877.0000000000
30436982709,Texas,CITY,City Council,Breckenridge City Commission - Place 3,2025-05-03,0.6900000000,Lost General,80.0000000000,230.0000000000
25076549929,Arizona,Local,School Board,school board,2024-11-05,null,Not on Ballot,null,null
39595381820,South Carolina,CITY,City Council,Walterboro City Council,2025-11-04,1.7600000000,Lost General,228.0000000000,1779.0000000000
35407408490,Texas,LOCAL,null,Bexar County San Antonio River Authority Board - District 2,2025-11-04,2.1800000000,Not on Ballot,null,null
36062549327,Kansas,CITY,City Council,Plainville City Council,2025-11-04,2.8400000000,Won General,null,null
39585204485,South Carolina,CITY,Town Council,Batesburg-Leesville Town Council - District 1,2025-11-04,2.2100000000,Lost General,null,null
39445877040,Texas,CITY,City Council,Keene City Council - Place 2,2025-11-04,1.8300000000,Lost General,null,null
32132292249,Virginia,LOCAL,School Board,Spotsylvania County School Board - Berkeley,2025-11-04,2.3900000000,Lost General,null,null
35837455650,Utah,CITY,Mayor,Murray City Mayor,2025-11-04,0.9100000000,Lost General,null,null
25117123717,Oregon,CITY,City Council,McMinnville City Council - Ward 1,2024-11-05,5.0000000000,Won General,2161.0000000000,2263.0000000000
35413330233,Alabama,null,City Council,Union Springs City Council,2025-08-26,1.4000000000,Lost General,151.0000000000,614.0000000000
34356059001,Massachusetts,LOCAL,null,Monson Town Assessors Board,2025-06-10,4.9900000000,Won General,null,null
29861250867,Missouri,LOCAL,Utilities Commissioner,Joachim Plattin Ambulance District Board,2025-04-08,5.0000000000,Won General,null,null
39511140188,Connecticut,LOCAL,School Board,South Windsor School Board,2025-11-04,0.6500000000,Lost General,2870.0000000000,35957.0000000000
21751279536,Alaska,null,null,Canada Election,2025-10-20,null,Cannot Determine,null,null
36096015746,Ohio,LOCAL,School Board,Sycamore Community City School Board,2025-11-04,1.3300000000,Lost General,null,null
36333127800,Kansas,LOCAL,School Board,Colby USD 315 School Board,2025-11-04,1.6300000000,Not on Ballot,null,null
32108420661,Texas,CITY,City Council,Iowa Colony City Council - District A,2025-05-03,3.5000000000,Won General,158.0000000000,245.0000000000
29909295707,Wisconsin,CITY,City Council,La Crosse City Council - District 10,2025-04-01,1.6600000000,Won General,785.0000000000,1435.0000000000
31656789773,Missouri,CITY,City Council,Hermann City Council - Ward 1,2025-04-08,1.9200000000,Won General,null,null
35138081802,Iowa,LOCAL,School Board,Seymour School Board,2025-11-04,4.1800000000,Not on Ballot,null,null
31604997430,null,LOCAL,Town Council,Town Board,2025-04-01,1.9500000000,Won General,null,null
38759451959,Ohio,CITY,Town Council,South Charleston Village Commission,2025-11-04,1.4900000000,Lost General,null,null
36255244429,Kansas,CITY,City Council,Mission Woods City Council,2025-11-04,2.8400000000,Won General,null,null
43317102111,North Carolina,CITY,null,Fairmont Town Council,2025-11-04,null,Lost General,null,null
39880041259,New Jersey,LOCAL,School Board,Bradley Beach Borough School Board,2025-11-04,2.7800000000,Won General,null,null
38107973213,North Carolina,CITY,Town Council,Sylva Town Council,2025-11-04,2.5300000000,Not on Ballot,null,null
38903444532,Michigan,CITY,Mayor,Clawson City Mayor,2025-11-04,3.2700000000,Lost General,null,null
20272904483,West Virginia,CITY,City Council,Vienna City Council,2024-11-05,4.9900000000,Lost General,null,null
41959822180,Iowa,null,School Board,"Burlington,IA school Board",2025-11-04,null,Lost General,null,null
39527541002,Georgia,CITY,City Council,Morrow City Council - Post 1,2025-11-04,1.6600000000,Lost General,null,null
38799831461,Ohio,CITY,Town Council,Rayland Village Council,2025-11-04,1.4900000000,Lost General,null,null
22973724697,Minnesota,CITY,City Council,Cook City Council,2024-11-05,1.2700000000,Lost General,47.0000000000,540.0000000000
22073541665,Minnesota,COUNTY,County Supervisor,Scott County Commission - District 1,2024-11-05,2.3400000000,Lost General,7565.0000000000,15330.0000000000
22915569467,California,CITY,Clerk/Treasurer,Parlier City Clerk,2024-11-05,2.3600000000,Won General,681.0000000000,1311.0000000000
39512443780,New Mexico,CITY,Other,Milan Municipal Council,2025-11-04,0.7700000000,Lost General,76.0000000000,343.0000000000
20935155553,North Dakota,Local,Utilities Commissioner,SRT Board of Directors,2025-06-19,null,Lost General,null,null
19578603070,Texas,CITY,City Council,Kemah City Council - Position 1,2026-05-02,0.9400000000,Lost General,123.0000000000,256.0000000000
31927467794,Massachusetts,CITY,Town Council,Danvers Town Meeting Board - Precinct 8,2025-05-06,4.1400000000,Lost General,78.0000000000,1488.0000000000
35699196857,Kansas,LOCAL,Other,North Topeka Drainage District,2025-11-04,1.4100000000,Won General,null,null
32476037557,Oregon,LOCAL,Other,Mt. Hood Community College Board - Zone 4,2025-05-20,5.0000000000,Won General,null,null
25000025714,Georgia,COUNTY,Other,Hancock County Coroner,2024-12-03,0.7700000000,Won General,null,null
38961866068,Virginia,STATE,null,Virginia House of Delegates - District 69,2025-11-04,null,Not on Ballot,null,null
28311099451,Oklahoma,LOCAL,School Board,Shattuck School Board,2025-04-01,1.5800000000,Lost General,178.0000000000,464.0000000000
21840120419,Utah,STATE,School Board,Utah State Board of Education - District 3,2024-11-05,1.4400000000,Lost General,55598.0000000000,79569.0000000000
23094730332,District Of Columbia,CITY,City Council,District of Columbia Advisory Neighborhood Commission - District 7B09,2024-11-05,0.5800000000,Lost General,101.0000000000,444.0000000000
36784505010,Alabama,CITY,City Council,Anniston City Council - District 1,2025-08-26,3.3100000000,Won General,null,null
21520293781,Kentucky,LOCAL,School Board,Jessamine County School Board - District 3,2024-11-05,1.2300000000,Lost General,852.0000000000,3227.0000000000
21649043098,Oregon,COUNTY,County Supervisor,Wasco County Commission - Position 2,2024-11-05,2.2000000000,Lost General,4606.0000000000,10868.0000000000
30912029067,Oregon,LOCAL,School Board,school board,2025-05-20,2.8500000000,Not on Ballot,null,null
40798579468,Georgia,CITY,City Council,Rome City Commission - Ward 2,2025-11-04,3.6600000000,Won General,3126.0000000000,13707.0000000000
29641280665,Florida,CITY,City Council,Miami City Council - District 3,2025-11-04,2.2300000000,Lost General,812.0000000000,6802.0000000000
22397268649,Rhode Island,LOCAL,School Board,Cumberland School Board - District 5,2024-11-05,2.4200000000,Won General,1882.0000000000,2374.0000000000
20096390837,Illinois,COUNTY,School Board,School Board,2024-11-05,2.8700000000,Not on Ballot,null,null
41193063454,Iowa,CITY,Mayor,West Branch City Mayor,2025-11-04,3.4400000000,Won General,null,null
41309606313,Iowa,CITY,City Council,Granville City Council,2025-11-04,2.6100000000,Lost General,null,null
32573234692,Oregon,LOCAL,Other,Klamath 911 Emergency Communications District Board - Zone 2,2025-05-20,3.4900000000,Lost General,305.0000000000,691.0000000000
31758062442,Missouri,LOCAL,School Board,Neosho R-5 School Board,2025-04-08,0.9500000000,Lost General,null,null
35580847509,Ohio,CITY,City Council,Richmond Heights City Council - At Large,2025-11-04,1.1300000000,Lost General,296.0000000000,4479.0000000000
23623265901,Minnesota,CITY,City Council,St. Joseph City Council,2024-11-05,3.3100000000,Lost General,1169.0000000000,4368.0000000000
31383034480,Florida,Local,Town Council,Town Commission Seat 2,2025-04-01,3.5400000000,Lost General,202.0000000000,526.0000000000
38503668482,Alaska,CITY,City Council,Wasilla City Council - Seat E,2025-10-07,3.3400000000,Won General,null,null
23050743982,Nebraska,CITY,Town Council,Waterloo Village Board,2024-11-05,2.8600000000,Not on Ballot,null,null
35886782837,Utah,CITY,City Council,Toquerville City Council,2025-11-04,1.3100000000,Lost General,null,null
21840404105,Washington,STATE,State House,"Washington House of Representatives - District 15, Position 1",2024-11-05,0.4700000000,Lost General,1305.0000000000,4347.0000000000
33689818116,Pennsylvania,CITY,Mayor,Dayton Borough Mayor,2025-11-04,0.5900000000,Not on Ballot,null,null
22510824752,Virginia,CITY,Town Council,Appomattox Town Council,2024-11-05,5.0000000000,Won General,397.0000000000,1455.0000000000
39184306568,Virginia,LOCAL,County Supervisor,Middlesex County School Board - Hartfield,2025-11-04,null,Lost General,null,null
38145878084,North Carolina,CITY,Mayor,Stem Town Mayor,2025-11-04,2.9400000000,Won General,null,null
37914938400,North Carolina,CITY,City Council,Salisbury City Council,2025-11-04,2.0600000000,Lost General,null,null
31845463647,Texas,LOCAL,School Board,Texas City Independent School Board - District 2,2025-05-03,3.6000000000,Won General,null,null
32792726171,Idaho,LOCAL,Other,Post Falls Highway District Commission - Subdistrict 1,2025-05-20,4.9800000000,Won General,null,null
40261241938,New Mexico,LOCAL,Other,Taos Ski Valley Tax Increment Development District,2025-11-04,2.1500000000,Won General,34.0000000000,125.0000000000
31719629105,West Virginia,CITY,Town Council,Monongah Town Council,2025-06-10,0.7700000000,Lost General,57.0000000000,580.0000000000
40193890588,Georgia,CITY,City Council,"Bainbridge City Council - Post 1, At Large",2025-11-04,1.6600000000,Lost General,null,null
35468873563,Alabama,CITY,City Council,Carbon Hill City Council - District 4,2025-08-26,1.9300000000,Won General,36.0000000000,52.0000000000
31854557326,Texas,CITY,City Council,Mansfield City Council - Place 5,2025-05-03,1.2900000000,Runoff,3469.0000000000,9435.0000000000
22858436749,Minnesota,CITY,Mayor,Scandia City Mayor,2024-11-05,2.3400000000,Lost General,1293.0000000000,2675.0000000000
23447111530,Minnesota,LOCAL,School Board,Bagley School Board,2024-11-05,2.6800000000,Lost General,900.0000000000,9825.0000000000
39136497573,Ohio,TOWNSHIP,Town Council,Monroe County: Benton Township Trustee,2025-11-04,3.0700000000,Won General,null,null
23797135446,Minnesota,LOCAL,Town Council,Cass County: Rogers Township Supervisor - Seat 3,2024-11-05,4.9900000000,Won General,42.0000000000,42.0000000000
38801862416,North Carolina,CITY,Town Council,Zebulon Town Council,2025-11-04,2.5300000000,Lost General,null,null
23716036726,California,LOCAL,Utilities Commissioner,Beaumont-Cherry Valley Recreation and Park District Board,2024-11-05,3.7200000000,Won General,6576.0000000000,28896.0000000000
29347914043,Wisconsin,LOCAL,School Board,Clintonville Public School Board,2025-04-01,2.9200000000,Lost General,1316.0000000000,5872.0000000000
40961070633,Georgia,LOCAL,School Board,Valdosta City School Board - District 1,2025-11-04,null,Won General,null,null
36911436546,Utah,CITY,Mayor,Emery Town Mayor,2025-11-04,2.0900000000,Won General,null,90.0000000000
21546060809,Colorado,Local,Mayor,Mayor,2024-11-05,null,Won General,3175.0000000000,6583.0000000000
22795885999,Florida,CITY,Mayor,Wilton Manors City Mayor,2024-11-05,0.7500000000,Lost General,1324.0000000000,6507.0000000000
38575107075,North Carolina,CITY,City Council,Greensboro City Council - District 4,2025-11-04,1.6100000000,Lost General,null,null
22290843409,Indiana,COUNTY,County Supervisor,Madison County Council - At Large,2024-11-05,1.5000000000,Lost General,6336.0000000000,143212.0000000000
23544963895,Nebraska,CITY,City Council,Ashland City Council - Ward 2,2024-11-05,3.5600000000,Lost General,322.0000000000,707.0000000000
39186945296,New York,TOWNSHIP,Mayor,Allen Town Supervisor,2025-11-04,1.1000000000,Won General,null,null
21804390197,Illinois,CITY,Mayor,Aurora City Mayor,2025-04-01,0.5000000000,Lost General,null,null
23757287209,Nebraska,CITY,City Council,Wahoo City Council - Ward 2,2024-11-05,5.0000000000,Won General,561.0000000000,573.0000000000
22748914514,Arkansas,CITY,City Council,"Rogers City Council - Ward 4, Position 2",2024-11-05,3.4700000000,Won General,11007.0000000000,20394.0000000000
40797652307,New Jersey,STATE,Other,New Jersey General Assembly - District 13,2025-11-04,null,Lost General,null,null
41912945051,Iowa,CITY,City Council,Mason City Council - Ward 4,2025-11-04,null,Lost General,null,null
37043709864,Virginia,COUNTY,Attorney,Lynchburg City Commonwealth's Attorney,2025-11-04,1.3800000000,Lost General,5328.0000000000,23880.0000000000
31387301260,Illinois,LOCAL,null,Talcott Free Library District Board,2025-04-01,3.2700000000,Not on Ballot,null,null
32192356894,Texas,LOCAL,School Board,Runge Independent School Board - District 4,2025-05-03,2.5300000000,Lost General,8.0000000000,29.0000000000
30684369577,Illinois,LOCAL,Utilities Commissioner,Fremont Public Library District Board,2025-04-01,3.5800000000,Lost General,1706.0000000000,11251.0000000000
35727944709,Washington,CITY,City Council,Arlington City Council - Position 3,2025-11-04,2.3900000000,Won General,null,null
23834627885,California,LOCAL,Other,Bear Valley Community Services District Board,2024-11-05,2.5300000000,Lost General,519.0000000000,4653.0000000000
35221005925,Washington,County,Other,Pierce County Charter Review Commissioner Board Council District 5 Position 3,2025-08-05,0.7900000000,Lost General,null,null
35542432838,New Mexico,null,null,Mayor,2025-11-20,null,Not on Ballot,null,null
41641573534,Ohio,TOWNSHIP,Town Council,Hancock County: Blanchard Township Trustee,2025-11-04,3.0700000000,Won General,null,null
29568554415,Texas,CITY,Mayor,Willow Park City Mayor,2025-05-03,0.8500000000,Won General,482.0000000000,751.0000000000
39434966585,Colorado,CITY,City Council,Northglenn City Council - Ward 1,2025-11-04,2.7000000000,Won General,null,null
38548979586,Utah,CITY,City Council,Providence City Council,2025-11-04,2.8000000000,Won General,593.0000000000,1994.0000000000
38129749138,Massachusetts,CITY,City Council,Lynn City Council - Ward 5,2025-11-04,1.5700000000,Lost General,null,null
39421934774,New Mexico,Local,Other, Zoning Board Board ,2025-11-04,2.1500000000,Won General,null,null
38108624261,Ohio,LOCAL,School Board,Wayne Local School Board,2025-11-04,1.2400000000,Won General,1012.0000000000,4742.0000000000
19557650990,Pennsylvania,FEDERAL,Town Council,Warwick Township Supervisor,2025-11-04,0.9300000000,Lost General,null,null
41297939765,Massachusetts,CITY,null,Barnstable Town Housing Authority Board,2025-11-04,null,Won General,null,null
31119578230,Maine,null,Town Council,Select Board,2025-06-10,2.5100000000,Lost General,56.0000000000,309.0000000000
32728013405,Oregon,LOCAL,Other,Multnomah Rural Fire Protection District #10,2025-05-20,4.9900000000,Won General,581.0000000000,585.0000000000
37011178305,Virginia,CITY,Town Council,Glasgow Town Council,2025-11-04,4.1600000000,Won General,null,null
22288838968,Michigan,LOCAL,School Board,Grand Blanc Community School Board,2024-11-05,2.6900000000,Won General,15044.0000000000,30860.0000000000
35039711570,Michigan,CITY,Clerk/Treasurer,Dearborn Heights City Treasurer,2025-11-04,2.1200000000,Won General,null,null
35300674432,Colorado,CITY,City Council,Lamar City Mayor,2025-11-04,1.0900000000,Lost General,127.0000000000,415.0000000000
36659311173,Virginia,LOCAL,School Board,Essex County School Board - At Large,2025-11-04,1.7400000000,Won General,null,null
34120601892,Pennsylvania,CITY,Other,Macungie Borough Mayor,2025-11-04,0.4700000000,Not on Ballot,null,null
30346995571,Mississippi,CITY,City Council,Pearl City Council - Ward 3,2025-06-03,1.8200000000,Lost General,null,null
40238435340,Massachusetts,CITY,City Council,Gardner City Council - At Large,2025-11-04,null,Won General,null,null
37439082401,Tennessee,LOCAL,School Board,Lexington City School Board - Position 1,2025-09-11,3.6800000000,Won General,null,null
30081957940,Alabama,CITY,Mayor,Summerdale City Mayor,2025-08-26,1.7100000000,Won General,null,null
31186311209,Missouri,CITY,City Council,Raytown City Council - Ward 3,2025-04-08,3.5600000000,Won General,302.0000000000,467.0000000000
41988840521,Iowa,LOCAL,School Board,Cardinal School Board,2025-11-04,4.1800000000,Won General,null,null
